param,param_value,policy,seed,metric,value,diff_from_baseline
consumption_alpha,0.2,geographic,7,homeownership_rate,0.2462686567164179,-0.1505141851066384
consumption_alpha,0.2,geographic,7,rental_vacancy_rate,0.06906077348066299,-0.013908658833747492
consumption_alpha,0.2,geographic,7,annual_appreciation_g,-0.03,-0.019588837127985065
consumption_alpha,0.2,baseline,8,homeownership_rate,0.3772609819121447,0.0
consumption_alpha,0.2,baseline,8,rental_vacancy_rate,0.10305343511450382,0.0
consumption_alpha,0.2,baseline,8,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,waiting_period,8,homeownership_rate,0.4274611398963731,0.05020015798422839
consumption_alpha,0.2,waiting_period,8,rental_vacancy_rate,0.1506276150627615,0.04757417994825769
consumption_alpha,0.2,waiting_period,8,annual_appreciation_g,-0.024326295598236625,0.005673704401763374
consumption_alpha,0.2,ownership_cap_soft,8,homeownership_rate,0.27692307692307694,-0.10033790498906775
consumption_alpha,0.2,ownership_cap_soft,8,rental_vacancy_rate,0.10509554140127389,0.002042106286770068
consumption_alpha,0.2,ownership_cap_soft,8,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,ownership_cap_hard,8,homeownership_rate,0.30848329048843187,-0.06877769142371282
consumption_alpha,0.2,ownership_cap_hard,8,rental_vacancy_rate,0.17363344051446947,0.07058000539996565
consumption_alpha,0.2,ownership_cap_hard,8,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,purchase_tax,8,homeownership_rate,0.4669926650366748,0.08973168312453011
consumption_alpha,0.2,purchase_tax,8,rental_vacancy_rate,0.09134615384615384,-0.011707281268349981
consumption_alpha,0.2,purchase_tax,8,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,vacancy_tax,8,homeownership_rate,0.39361702127659576,0.01635603936445107
consumption_alpha,0.2,vacancy_tax,8,rental_vacancy_rate,0.10810810810810811,0.005054672993604292
consumption_alpha,0.2,vacancy_tax,8,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,portfolio_tax,8,homeownership_rate,0.3772609819121447,0.0
consumption_alpha,0.2,portfolio_tax,8,rental_vacancy_rate,0.10305343511450382,0.0
consumption_alpha,0.2,portfolio_tax,8,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,geographic,8,homeownership_rate,0.25125628140703515,-0.12600470050510953
consumption_alpha,0.2,geographic,8,rental_vacancy_rate,0.0893854748603352,-0.013667960254168623
consumption_alpha,0.2,geographic,8,annual_appreciation_g,0.05214341055675242,0.08214341055675242
consumption_alpha,0.2,baseline,9,homeownership_rate,0.4137055837563452,0.0
consumption_alpha,0.2,baseline,9,rental_vacancy_rate,0.06578947368421052,0.0
