NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract,owner_occupied,renter_occupied,owner_share,total_households,income_under_10k,income_30_35k,income_40_45k,income_75_100k,income_100_125k,income_200k_plus,total_vacant,vacant_for_rent,vacant_for_sale,GEOID
"Census Tract 507.31, Gwinnett County, Georgia",3595.0,3519.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50731,2785.0,492.0,0.8498626792798291,3277.0,36.0,175.0,109.0,336.0,508.0,0.0,318.0,0.0,204.0,50879
"Census Tract 502.14, Gwinnett County, Georgia",3436.0,2948.0,247.0,0.0,0.0,0.0,0.0,0.0,166.0,13,135,50214,2664.0,576.0,0.8222222222222222,3240.0,175.0,124.0,52.0,630.0,426.0,470.0,196.0,101.0,95.0,50362
"Census Tract 502.15, Gwinnett County, Georgia",1211.0,492.0,0.0,0.0,0.0,51.0,338.0,124.0,206.0,13,135,50215,270.0,879.0,0.2349869451697128,1149.0,39.0,55.0,87.0,121.0,153.0,38.0,62.0,33.0,18.0,50363
"Census Tract 502.16, Gwinnett County, Georgia",3805.0,2714.0,351.0,0.0,12.0,83.0,136.0,284.0,213.0,13,135,50216,2327.0,1003.0,0.6987987987987988,3330.0,213.0,141.0,319.0,390.0,428.0,462.0,475.0,152.0,85.0,50364
"Census Tract 502.17, Gwinnett County, Georgia",4075.0,2201.0,503.0,0.0,64.0,145.0,520.0,358.0,226.0,13,135,50217,2259.0,1260.0,0.6419437340153452,3519.0,124.0,270.0,93.0,327.0,359.0,670.0,556.0,413.0,57.0,50365
"Census Tract 502.18, Gwinnett County, Georgia",1358.0,1137.0,59.0,68.0,37.0,0.0,18.0,10.0,0.0,13,135,50218,896.0,418.0,0.6818873668188736,1314.0,9.0,78.0,26.0,242.0,121.0,88.0,44.0,18.0,0.0,50366
"Census Tract 502.19, Gwinnett County, Georgia",1461.0,767.0,268.0,67.0,61.0,86.0,81.0,83.0,35.0,13,135,50219,971.0,464.0,0.6766550522648084,1435.0,88.0,75.0,80.0,227.0,173.0,65.0,26.0,0.0,0.0,50367
"Census Tract 502.20, Gwinnett County, Georgia",3108.0,543.0,188.0,0.0,167.0,451.0,955.0,406.0,398.0,13,135,50220,824.0,2084.0,0.2833562585969739,2908.0,71.0,279.0,115.0,420.0,257.0,115.0,200.0,118.0,0.0,50368
"Census Tract 503.17, Gwinnett County, Georgia",2058.0,26.0,147.0,48.0,403.0,685.0,488.0,218.0,43.0,13,135,50317,121.0,1739.0,0.0650537634408602,1860.0,86.0,95.0,118.0,138.0,44.0,0.0,198.0,108.0,10.0,50465
"Census Tract 503.18, Gwinnett County, Georgia",1277.0,63.0,201.0,42.0,180.0,306.0,379.0,80.0,26.0,13,135,50318,236.0,953.0,0.1984861227922624,1189.0,16.0,73.0,120.0,108.0,30.0,0.0,88.0,88.0,0.0,50466
"Census Tract 503.20, Gwinnett County, Georgia",1807.0,974.0,41.0,55.0,8.0,224.0,360.0,120.0,25.0,13,135,50320,542.0,1118.0,0.3265060240963855,1660.0,40.0,150.0,82.0,216.0,105.0,0.0,147.0,59.0,10.0,50468
"Census Tract 503.19, Gwinnett County, Georgia",1964.0,618.0,569.0,175.0,201.0,215.0,103.0,20.0,63.0,13,135,50319,804.0,1120.0,0.4178794178794179,1924.0,135.0,210.0,127.0,276.0,129.0,36.0,40.0,17.0,0.0,50467
"Census Tract 503.08, Gwinnett County, Georgia",1314.0,1308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50308,1220.0,74.0,0.9428129829984544,1294.0,31.0,20.0,15.0,82.0,149.0,478.0,20.0,0.0,20.0,50456
"Census Tract 504.17, Gwinnett County, Georgia",2158.0,703.0,187.0,10.0,65.0,277.0,462.0,172.0,282.0,13,135,50417,461.0,1509.0,0.2340101522842639,1970.0,126.0,153.0,95.0,187.0,38.0,38.0,188.0,114.0,0.0,50565
"Census Tract 504.27, Gwinnett County, Georgia",2017.0,1915.0,0.0,28.0,4.0,0.0,0.0,0.0,70.0,13,135,50427,1669.0,313.0,0.8420787083753785,1982.0,34.0,26.0,60.0,488.0,195.0,121.0,35.0,0.0,0.0,50575
"Census Tract 507.13, Gwinnett County, Georgia",2435.0,2364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50713,2137.0,233.0,0.90168776371308,2370.0,46.0,15.0,39.0,418.0,339.0,420.0,65.0,0.0,65.0,50861
"Census Tract 507.19, Gwinnett County, Georgia",2032.0,1224.0,206.0,158.0,410.0,22.0,0.0,0.0,0.0,13,135,50719,993.0,907.0,0.5226315789473684,1900.0,94.0,149.0,133.0,306.0,149.0,30.0,132.0,72.0,40.0,50867
"Census Tract 501.03, Gwinnett County, Georgia",4012.0,3269.0,163.0,0.0,27.0,23.0,0.0,0.0,0.0,13,135,50103,2703.0,973.0,0.735310119695321,3676.0,134.0,105.0,76.0,713.0,553.0,168.0,336.0,121.0,106.0,50251
"Census Tract 503.13, Gwinnett County, Georgia",2850.0,2214.0,285.0,50.0,25.0,149.0,84.0,15.0,28.0,13,135,50313,1536.0,1215.0,0.5583424209378408,2751.0,339.0,85.0,121.0,293.0,283.0,109.0,99.0,0.0,0.0,50461
"Census Tract 504.16, Gwinnett County, Georgia",1250.0,969.0,12.0,0.0,9.0,17.0,0.0,0.0,0.0,13,135,50416,682.0,496.0,0.5789473684210527,1178.0,59.0,43.0,69.0,303.0,43.0,95.0,72.0,21.0,18.0,50564
"Census Tract 504.18, Gwinnett County, Georgia",2826.0,659.0,126.0,29.0,137.0,465.0,720.0,420.0,254.0,13,135,50418,616.0,1991.0,0.2362869198312236,2607.0,118.0,265.0,195.0,203.0,107.0,0.0,219.0,115.0,0.0,50566
"Census Tract 504.22, Gwinnett County, Georgia",2490.0,1160.0,286.0,259.0,149.0,169.0,305.0,110.0,52.0,13,135,50422,591.0,1771.0,0.2502116850127011,2362.0,104.0,307.0,170.0,203.0,16.0,0.0,128.0,60.0,0.0,50570
"Census Tract 504.24, Gwinnett County, Georgia",2587.0,1130.0,291.0,0.0,114.0,153.0,648.0,199.0,36.0,13,135,50424,866.0,1605.0,0.3504653986240388,2471.0,125.0,229.0,235.0,270.0,167.0,25.0,116.0,62.0,0.0,50572
"Census Tract 505.20, Gwinnett County, Georgia",2121.0,800.0,216.0,379.0,154.0,141.0,221.0,69.0,103.0,13,135,50520,651.0,1337.0,0.3274647887323944,1988.0,176.0,126.0,51.0,181.0,106.0,78.0,133.0,45.0,49.0,50668
"Census Tract 505.21, Gwinnett County, Georgia",2090.0,1242.0,122.0,416.0,76.0,77.0,97.0,0.0,51.0,13,135,50521,1111.0,886.0,0.556334501752629,1997.0,142.0,70.0,161.0,282.0,155.0,78.0,93.0,54.0,0.0,50669
"Census Tract 507.15, Gwinnett County, Georgia",1779.0,1745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50715,1475.0,274.0,0.8433390508862207,1749.0,83.0,41.0,35.0,264.0,246.0,114.0,30.0,1.0,0.0,50863
"Census Tract 503.10, Gwinnett County, Georgia",2790.0,904.0,1115.0,20.0,294.0,319.0,102.0,18.0,0.0,13,135,50310,1700.0,1038.0,0.620891161431702,2738.0,150.0,171.0,93.0,494.0,298.0,175.0,52.0,0.0,16.0,50458
"Census Tract 507.21, Gwinnett County, Georgia",2895.0,2855.0,0.0,21.0,0.0,0.0,19.0,0.0,0.0,13,135,50721,2159.0,557.0,0.7949189985272459,2716.0,122.0,45.0,79.0,644.0,264.0,120.0,179.0,0.0,37.0,50869
"Census Tract 503.11, Gwinnett County, Georgia",1135.0,847.0,250.0,8.0,0.0,13.0,0.0,0.0,0.0,13,135,50311,891.0,189.0,0.825,1080.0,16.0,0.0,25.0,165.0,234.0,115.0,55.0,0.0,0.0,50459
"Census Tract 504.19, Gwinnett County, Georgia",2579.0,1361.0,327.0,26.0,48.0,198.0,358.0,156.0,105.0,13,135,50419,1243.0,1062.0,0.5392624728850325,2305.0,145.0,57.0,170.0,306.0,88.0,27.0,274.0,128.0,46.0,50567
"Census Tract 503.09, Gwinnett County, Georgia",3734.0,2477.0,299.0,64.0,140.0,35.0,565.0,51.0,92.0,13,135,50309,2408.0,1168.0,0.6733780760626398,3576.0,102.0,81.0,107.0,288.0,400.0,657.0,158.0,70.0,21.0,50457
"Census Tract 504.30, Gwinnett County, Georgia",2082.0,1579.0,30.0,25.0,11.0,122.0,145.0,87.0,44.0,13,135,50430,1348.0,663.0,0.6703132769766286,2011.0,54.0,127.0,101.0,317.0,205.0,95.0,71.0,53.0,0.0,50578
"Census Tract 507.14, Gwinnett County, Georgia",2161.0,1766.0,81.0,19.0,22.0,93.0,138.0,34.0,0.0,13,135,50714,1625.0,439.0,0.7873062015503876,2064.0,89.0,88.0,101.0,342.0,239.0,222.0,97.0,0.0,46.0,50862
"Census Tract 507.18, Gwinnett County, Georgia",2756.0,2701.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50718,2284.0,397.0,0.8519209250279747,2681.0,25.0,88.0,91.0,406.0,309.0,278.0,75.0,0.0,31.0,50866
"Census Tract 501.06, Gwinnett County, Georgia",4156.0,2397.0,333.0,69.0,14.0,143.0,226.0,136.0,501.0,13,135,50106,2504.0,1314.0,0.6558407543216344,3818.0,94.0,229.0,185.0,424.0,283.0,292.0,338.0,304.0,0.0,50254
"Census Tract 504.21, Gwinnett County, Georgia",2792.0,898.0,306.0,202.0,13.0,270.0,593.0,118.0,136.0,13,135,50421,848.0,1751.0,0.3262793382070026,2599.0,126.0,155.0,78.0,200.0,89.0,15.0,193.0,157.0,0.0,50569
"Census Tract 504.23, Gwinnett County, Georgia",2585.0,1495.0,297.0,0.0,153.0,172.0,379.0,89.0,0.0,13,135,50423,1173.0,1081.0,0.5204081632653061,2254.0,45.0,244.0,145.0,160.0,227.0,20.0,331.0,195.0,0.0,50571
"Census Tract 505.11, Gwinnett County, Georgia",4242.0,2171.0,549.0,0.0,69.0,178.0,383.0,249.0,376.0,13,135,50511,2192.0,1875.0,0.538972215392181,4067.0,204.0,91.0,195.0,789.0,354.0,367.0,175.0,156.0,19.0,50659
"Census Tract 501.07, Gwinnett County, Georgia",2648.0,2495.0,144.0,0.0,9.0,0.0,0.0,0.0,0.0,13,135,50107,2292.0,182.0,0.9264349232012936,2474.0,164.0,15.0,38.0,328.0,553.0,67.0,174.0,0.0,64.0,50255
"Census Tract 501.08, Gwinnett County, Georgia",3263.0,3229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50108,2900.0,252.0,0.9200507614213198,3152.0,120.0,0.0,17.0,522.0,332.0,711.0,111.0,0.0,64.0,50256
"Census Tract 501.09, Gwinnett County, Georgia",2594.0,2065.0,56.0,86.0,7.0,85.0,65.0,63.0,86.0,13,135,50109,1685.0,840.0,0.6673267326732674,2525.0,97.0,88.0,162.0,313.0,200.0,181.0,69.0,0.0,31.0,50257
"Census Tract 502.08, Gwinnett County, Georgia",2952.0,1125.0,656.0,102.0,0.0,68.0,250.0,352.0,399.0,13,135,50208,1486.0,1417.0,0.511884257664485,2903.0,84.0,88.0,64.0,391.0,368.0,138.0,49.0,49.0,0.0,50356
"Census Tract 502.09, Gwinnett County, Georgia",3516.0,2087.0,258.0,15.0,0.0,177.0,458.0,319.0,202.0,13,135,50209,1633.0,1677.0,0.4933534743202417,3310.0,172.0,226.0,136.0,378.0,173.0,116.0,206.0,44.0,0.0,50357
"Census Tract 502.10, Gwinnett County, Georgia",3492.0,1497.0,443.0,19.0,0.0,317.0,528.0,196.0,492.0,13,135,50210,1618.0,1626.0,0.4987669543773119,3244.0,148.0,229.0,51.0,492.0,555.0,166.0,248.0,87.0,54.0,50358
"Census Tract 502.11, Gwinnett County, Georgia",2166.0,439.0,223.0,53.0,19.0,474.0,489.0,162.0,295.0,13,135,50211,403.0,1586.0,0.2026143790849673,1989.0,163.0,180.0,104.0,294.0,136.0,45.0,177.0,137.0,0.0,50359
"Census Tract 502.12, Gwinnett County, Georgia",4162.0,3837.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50212,4009.0,110.0,0.9732944889536296,4119.0,157.0,77.0,116.0,325.0,356.0,1175.0,43.0,12.0,0.0,50360
"Census Tract 502.13, Gwinnett County, Georgia",3949.0,3798.0,99.0,0.0,0.0,0.0,0.0,0.0,17.0,13,135,50213,3559.0,334.0,0.914204983303365,3893.0,123.0,76.0,70.0,590.0,697.0,531.0,56.0,56.0,0.0,50361
"Census Tract 503.21, Gwinnett County, Georgia",1646.0,1576.0,31.0,10.0,0.0,0.0,0.0,0.0,29.0,13,135,50321,1567.0,71.0,0.9566544566544568,1638.0,32.0,19.0,29.0,154.0,147.0,450.0,8.0,8.0,0.0,50469
"Census Tract 503.22, Gwinnett County, Georgia",1659.0,1634.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50322,1539.0,71.0,0.9559006211180124,1610.0,54.0,15.0,0.0,143.0,232.0,474.0,49.0,0.0,9.0,50470
"Census Tract 504.31, Gwinnett County, Georgia",3146.0,1141.0,99.0,188.0,55.0,274.0,776.0,382.0,50.0,13,135,50431,1144.0,1853.0,0.381715048381715,2997.0,263.0,164.0,90.0,173.0,294.0,114.0,149.0,103.0,14.0,50579
"Census Tract 504.32, Gwinnett County, Georgia",2049.0,1818.0,201.0,0.0,9.0,14.0,0.0,0.0,0.0,13,135,50432,1413.0,524.0,0.729478575116159,1937.0,42.0,115.0,105.0,397.0,103.0,82.0,112.0,0.0,0.0,50580
"Census Tract 504.33, Gwinnett County, Georgia",1076.0,447.0,19.0,34.0,24.0,186.0,181.0,142.0,43.0,13,135,50433,307.0,636.0,0.3255567338282078,943.0,41.0,77.0,80.0,114.0,59.0,15.0,133.0,54.0,0.0,50581
"Census Tract 504.34, Gwinnett County, Georgia",2850.0,788.0,220.0,48.0,387.0,508.0,407.0,267.0,211.0,13,135,50434,655.0,1980.0,0.2485768500948766,2635.0,139.0,112.0,129.0,155.0,167.0,0.0,215.0,147.0,0.0,50582
"Census Tract 504.35, Gwinnett County, Georgia",1157.0,741.0,86.0,0.0,24.0,83.0,72.0,22.0,104.0,13,135,50435,560.0,546.0,0.5063291139240507,1106.0,87.0,60.0,84.0,117.0,85.0,56.0,51.0,0.0,0.0,50583
"Census Tract 504.36, Gwinnett County, Georgia",2797.0,1664.0,23.0,114.0,16.0,243.0,249.0,97.0,187.0,13,135,50436,1267.0,1454.0,0.4656376332230797,2721.0,334.0,91.0,146.0,462.0,123.0,27.0,76.0,0.0,0.0,50584
"Census Tract 505.25, Gwinnett County, Georgia",2803.0,2551.0,190.0,0.0,0.0,44.0,0.0,0.0,0.0,13,135,50525,2415.0,326.0,0.8810653046333455,2741.0,70.0,184.0,106.0,560.0,303.0,250.0,62.0,0.0,0.0,50673
"Census Tract 505.26, Gwinnett County, Georgia",1899.0,709.0,154.0,6.0,50.0,270.0,476.0,181.0,24.0,13,135,50526,658.0,1076.0,0.3794694348327566,1734.0,198.0,98.0,146.0,103.0,98.0,46.0,165.0,105.0,0.0,50674
"Census Tract 505.27, Gwinnett County, Georgia",1914.0,1851.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50527,1711.0,203.0,0.8939393939393939,1914.0,29.0,115.0,46.0,374.0,221.0,231.0,0.0,0.0,0.0,50675
"Census Tract 505.23, Gwinnett County, Georgia",3080.0,1034.0,288.0,0.0,56.0,208.0,536.0,299.0,511.0,13,135,50523,948.0,1897.0,0.3332161687170474,2845.0,96.0,89.0,113.0,426.0,162.0,104.0,235.0,188.0,0.0,50671
"Census Tract 505.24, Gwinnett County, Georgia",2184.0,1174.0,346.0,30.0,28.0,252.0,165.0,47.0,135.0,13,135,50524,950.0,1033.0,0.4790721129601614,1983.0,88.0,80.0,137.0,243.0,86.0,44.0,201.0,150.0,25.0,50672
"Census Tract 505.28, Gwinnett County, Georgia",1649.0,1640.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50528,1486.0,99.0,0.937539432176656,1585.0,28.0,58.0,58.0,276.0,213.0,91.0,64.0,0.0,36.0,50676
"Census Tract 505.29, Gwinnett County, Georgia",1450.0,1085.0,248.0,100.0,0.0,17.0,0.0,0.0,0.0,13,135,50529,968.0,482.0,0.6675862068965517,1450.0,60.0,62.0,143.0,255.0,21.0,55.0,0.0,0.0,0.0,50677
"Census Tract 505.30, Gwinnett County, Georgia",1994.0,1600.0,360.0,11.0,0.0,11.0,0.0,0.0,0.0,13,135,50530,1700.0,260.0,0.8673469387755102,1960.0,93.0,75.0,43.0,354.0,268.0,214.0,34.0,34.0,0.0,50678
"Census Tract 505.31, Gwinnett County, Georgia",2558.0,2134.0,157.0,0.0,0.0,95.0,93.0,55.0,24.0,13,135,50531,1726.0,805.0,0.6819438956934019,2531.0,54.0,137.0,106.0,357.0,318.0,166.0,27.0,27.0,0.0,50679
"Census Tract 505.32, Gwinnett County, Georgia",2923.0,2210.0,461.0,48.0,30.0,33.0,111.0,13.0,17.0,13,135,50532,1987.0,726.0,0.7323995576852194,2713.0,43.0,264.0,82.0,463.0,221.0,54.0,210.0,48.0,39.0,50680
"Census Tract 505.33, Gwinnett County, Georgia",2527.0,2122.0,215.0,190.0,0.0,0.0,0.0,0.0,0.0,13,135,50533,1648.0,808.0,0.6710097719869706,2456.0,83.0,144.0,46.0,269.0,134.0,64.0,71.0,71.0,0.0,50681
"Census Tract 505.34, Gwinnett County, Georgia",2722.0,1803.0,150.0,0.0,14.0,130.0,312.0,190.0,79.0,13,135,50534,1489.0,1189.0,0.5560119492158327,2678.0,118.0,46.0,282.0,423.0,354.0,31.0,44.0,0.0,44.0,50682
"Census Tract 505.22, Gwinnett County, Georgia",1875.0,954.0,165.0,295.0,37.0,70.0,119.0,43.0,192.0,13,135,50522,768.0,1016.0,0.4304932735426009,1784.0,290.0,201.0,19.0,196.0,146.0,89.0,91.0,47.0,44.0,50670
"Census Tract 507.20, Gwinnett County, Georgia",2437.0,2398.0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,13,135,50720,1991.0,338.0,0.8548733361957922,2329.0,115.0,111.0,159.0,316.0,159.0,323.0,108.0,0.0,45.0,50868
"Census Tract 503.04, Gwinnett County, Georgia",2457.0,689.0,141.0,110.0,148.0,331.0,574.0,216.0,239.0,13,135,50304,480.0,1709.0,0.2192782092279579,2189.0,91.0,196.0,235.0,137.0,224.0,8.0,268.0,154.0,27.0,50452
"Census Tract 503.06, Gwinnett County, Georgia",1120.0,817.0,26.0,0.0,33.0,78.0,0.0,16.0,104.0,13,135,50306,403.0,601.0,0.4013944223107569,1004.0,20.0,80.0,110.0,166.0,43.0,9.0,116.0,0.0,23.0,50454
"Census Tract 504.26, Gwinnett County, Georgia",2378.0,2354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50426,2119.0,192.0,0.9169190826482042,2311.0,69.0,99.0,112.0,545.0,206.0,100.0,67.0,0.0,0.0,50574
"Census Tract 507.12, Gwinnett County, Georgia",2544.0,2424.0,33.0,0.0,0.0,0.0,0.0,0.0,87.0,13,135,50712,2151.0,316.0,0.8719092014592622,2467.0,194.0,46.0,90.0,338.0,197.0,410.0,77.0,0.0,77.0,50860
"Census Tract 504.10, Gwinnett County, Georgia",1952.0,1278.0,15.0,117.0,177.0,98.0,159.0,66.0,9.0,13,135,50410,837.0,913.0,0.4782857142857142,1750.0,134.0,112.0,75.0,154.0,146.0,27.0,202.0,26.0,28.0,50558
"Census Tract 504.28, Gwinnett County, Georgia",2005.0,1975.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,50428,1787.0,166.0,0.9150025601638504,1953.0,58.0,44.0,85.0,343.0,210.0,191.0,52.0,0.0,0.0,50576
"Census Tract 403.02, Clayton County, Georgia",2213.0,1310.0,47.0,77.0,237.0,366.0,130.0,34.0,0.0,13,63,40302,671.0,1280.0,0.3439261916965658,1951.0,117.0,185.0,91.0,61.0,44.0,10.0,262.0,91.0,0.0,40378
"Census Tract 403.03, Clayton County, Georgia",2726.0,1678.0,146.0,187.0,193.0,260.0,184.0,0.0,21.0,13,63,40303,1179.0,1238.0,0.4877947869259412,2417.0,222.0,126.0,108.0,143.0,76.0,0.0,309.0,96.0,0.0,40379
"Census Tract 405.10, Clayton County, Georgia",1520.0,892.0,0.0,0.0,12.0,285.0,286.0,37.0,0.0,13,63,40510,531.0,739.0,0.4181102362204724,1270.0,163.0,99.0,40.0,157.0,53.0,35.0,250.0,225.0,0.0,40586
"Census Tract 405.16, Clayton County, Georgia",2465.0,2045.0,174.0,0.0,7.0,142.0,97.0,0.0,0.0,13,63,40516,1116.0,965.0,0.5362806343104277,2081.0,142.0,153.0,89.0,317.0,100.0,68.0,384.0,92.0,197.0,40592
"Census Tract 406.14, Clayton County, Georgia",1991.0,1793.0,0.0,0.0,21.0,0.0,0.0,16.0,153.0,13,63,40614,1518.0,276.0,0.8461538461538461,1794.0,30.0,31.0,59.0,157.0,281.0,236.0,197.0,126.0,45.0,40690
"Census Tract 402.02, Clayton County, Georgia",1036.0,509.0,81.0,38.0,5.0,66.0,183.0,151.0,3.0,13,63,40202,287.0,617.0,0.3174778761061947,904.0,70.0,94.0,77.0,78.0,27.0,0.0,132.0,132.0,0.0,40278
"Census Tract 404.13, Clayton County, Georgia",2708.0,2112.0,222.0,42.0,0.0,0.0,95.0,0.0,0.0,13,63,40413,1484.0,934.0,0.6137303556658396,2418.0,160.0,202.0,103.0,371.0,148.0,73.0,290.0,33.0,25.0,40489
"Census Tract 404.11, Clayton County, Georgia",4808.0,4634.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,13,63,40411,3642.0,715.0,0.8358962588937342,4357.0,111.0,413.0,243.0,421.0,412.0,146.0,451.0,0.0,0.0,40487
"Census Tract 404.12, Clayton County, Georgia",3401.0,1342.0,356.0,0.0,120.0,868.0,464.0,153.0,98.0,13,63,40412,1056.0,1908.0,0.3562753036437247,2964.0,269.0,125.0,61.0,388.0,196.0,0.0,437.0,213.0,0.0,40488
"Census Tract 405.14, Clayton County, Georgia",2894.0,1428.0,302.0,76.0,55.0,241.0,206.0,216.0,18.0,13,63,40514,1111.0,1505.0,0.4246941896024465,2616.0,227.0,161.0,383.0,391.0,219.0,0.0,278.0,242.0,0.0,40590
"Census Tract 405.12, Clayton County, Georgia",2189.0,1391.0,61.0,33.0,183.0,284.0,70.0,142.0,25.0,13,63,40512,943.0,1062.0,0.4703241895261845,2005.0,86.0,220.0,33.0,185.0,121.0,13.0,184.0,109.0,0.0,40588
"Census Tract 406.13, Clayton County, Georgia",3001.0,2738.0,27.0,21.0,107.0,35.0,53.0,6.0,0.0,13,63,40613,2090.0,656.0,0.7611070648215587,2746.0,193.0,116.0,58.0,308.0,570.0,61.0,255.0,118.0,0.0,40689
"Census Tract 405.15, Clayton County, Georgia",2929.0,1458.0,477.0,10.0,100.0,254.0,576.0,43.0,11.0,13,63,40515,1084.0,1629.0,0.3995576852193144,2713.0,235.0,190.0,193.0,285.0,97.0,0.0,216.0,99.0,0.0,40591
"Census Tract 406.11, Clayton County, Georgia",2675.0,1036.0,48.0,22.0,131.0,288.0,497.0,107.0,128.0,13,63,40611,563.0,1631.0,0.2566089334548769,2194.0,110.0,184.0,129.0,248.0,106.0,0.0,481.0,381.0,36.0,40687
"Census Tract 403.08, Clayton County, Georgia",1925.0,1186.0,96.0,11.0,29.0,165.0,91.0,147.0,171.0,13,63,40308,481.0,1174.0,0.2906344410876132,1655.0,97.0,107.0,76.0,143.0,24.0,0.0,270.0,127.0,23.0,40384
"Census Tract 406.12, Clayton County, Georgia",2247.0,1522.0,132.0,73.0,76.0,325.0,63.0,10.0,38.0,13,63,40612,775.0,1238.0,0.3849975161450571,2013.0,317.0,141.0,72.0,156.0,143.0,18.0,234.0,113.0,23.0,40688
"Census Tract 404.09, Clayton County, Georgia",2102.0,1755.0,52.0,32.0,103.0,118.0,16.0,0.0,0.0,13,63,40409,1089.0,775.0,0.5842274678111588,1864.0,88.0,156.0,247.0,331.0,112.0,10.0,238.0,104.0,0.0,40485
"Census Tract 404.10, Clayton County, Georgia",2639.0,2064.0,22.0,52.0,133.0,140.0,37.0,0.0,0.0,13,63,40410,1554.0,792.0,0.6624040920716112,2346.0,106.0,202.0,216.0,451.0,217.0,0.0,293.0,33.0,30.0,40486
"Census Tract 405.09, Clayton County, Georgia",1808.0,1424.0,279.0,21.0,41.0,33.0,0.0,0.0,0.0,13,63,40509,1165.0,461.0,0.7164821648216482,1626.0,68.0,60.0,74.0,219.0,93.0,38.0,182.0,68.0,46.0,40585
"Census Tract 404.07, Clayton County, Georgia",1426.0,1259.0,80.0,0.0,0.0,70.0,0.0,0.0,0.0,13,63,40407,805.0,445.0,0.644,1250.0,87.0,32.0,40.0,115.0,51.0,2.0,176.0,5.0,27.0,40483
"Census Tract 405.18, Clayton County, Georgia",1882.0,1430.0,13.0,75.0,26.0,137.0,121.0,20.0,20.0,13,63,40518,695.0,1002.0,0.4095462581025338,1697.0,116.0,72.0,129.0,183.0,59.0,0.0,185.0,145.0,40.0,40594
"Census Tract 406.06, Clayton County, Georgia",1231.0,707.0,117.0,0.0,29.0,0.0,25.0,0.0,0.0,13,63,40606,775.0,227.0,0.7734530938123753,1002.0,22.0,91.0,52.0,101.0,53.0,7.0,229.0,0.0,62.0,40682
"Census Tract 406.08, Clayton County, Georgia",4517.0,4005.0,215.0,0.0,55.0,0.0,46.0,164.0,32.0,13,63,40608,3339.0,834.0,0.8001437814521927,4173.0,183.0,169.0,99.0,693.0,464.0,132.0,344.0,33.0,26.0,40684
"Census Tract 406.09, Clayton County, Georgia",2541.0,1730.0,103.0,160.0,38.0,98.0,197.0,94.0,79.0,13,63,40609,1440.0,721.0,0.6663581675150393,2161.0,87.0,106.0,289.0,329.0,160.0,43.0,380.0,194.0,45.0,40685
"Census Tract 405.13, Clayton County, Georgia",1758.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,63,40513,1189.0,431.0,0.7339506172839506,1620.0,93.0,142.0,48.0,333.0,134.0,24.0,138.0,0.0,0.0,40589
"Census Tract 404.08, Clayton County, Georgia",2733.0,1487.0,68.0,17.0,339.0,482.0,125.0,193.0,7.0,13,63,40408,1023.0,1211.0,0.4579230080572963,2234.0,188.0,200.0,177.0,466.0,95.0,43.0,499.0,186.0,67.0,40484
"Census Tract 402.03, Clayton County, Georgia",1827.0,815.0,241.0,56.0,105.0,486.0,72.0,11.0,30.0,13,63,40203,506.0,1063.0,0.3224984066284257,1569.0,150.0,78.0,110.0,132.0,76.0,14.0,258.0,258.0,0.0,40279
"Census Tract 402.04, Clayton County, Georgia",2113.0,748.0,66.0,33.0,156.0,402.0,135.0,474.0,65.0,13,63,40204,439.0,1465.0,0.2305672268907563,1904.0,134.0,70.0,178.0,210.0,171.0,12.0,209.0,179.0,0.0,40280
"Census Tract 403.06, Clayton County, Georgia",1592.0,216.0,8.0,27.0,193.0,655.0,245.0,84.0,78.0,13,63,40306,85.0,1284.0,0.0620891161431702,1369.0,231.0,0.0,151.0,128.0,0.0,14.0,223.0,142.0,0.0,40382
"Census Tract 403.07, Clayton County, Georgia",1680.0,1530.0,14.0,0.0,46.0,18.0,62.0,0.0,0.0,13,63,40307,852.0,611.0,0.582365003417635,1463.0,75.0,167.0,15.0,104.0,118.0,0.0,217.0,53.0,0.0,40383
"Census Tract 404.14, Clayton County, Georgia",668.0,465.0,0.0,0.0,0.0,22.0,66.0,105.0,10.0,13,63,40414,226.0,366.0,0.3817567567567567,592.0,35.0,26.0,57.0,47.0,51.0,5.0,76.0,22.0,0.0,40490
