NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract,owner_occupied,renter_occupied,owner_share,total_households,income_under_10k,income_30_35k,income_40_45k,income_75_100k,income_100_125k,income_200k_plus,total_vacant,vacant_for_rent,vacant_for_sale,GEOID
"Census Tract 311.01, Cobb County, Georgia",2349.0,1344.0,169.0,129.0,226.0,296.0,134.0,28.0,23.0,13,67,31101,888.0,1219.0,0.4214523018509729,2107.0,166.0,58.0,120.0,226.0,188.0,138.0,242.0,112.0,0.0,31181
"Census Tract 311.10, Cobb County, Georgia",1506.0,1063.0,154.0,27.0,112.0,95.0,0.0,46.0,9.0,13,67,31110,858.0,510.0,0.6271929824561403,1368.0,65.0,19.0,18.0,128.0,171.0,183.0,138.0,54.0,0.0,31190
"Census Tract 313.06, Cobb County, Georgia",1548.0,1308.0,185.0,45.0,0.0,0.0,0.0,0.0,10.0,13,67,31306,936.0,612.0,0.6046511627906976,1548.0,78.0,114.0,64.0,292.0,218.0,91.0,0.0,0.0,0.0,31386
"Census Tract 314.05, Cobb County, Georgia",3232.0,2790.0,113.0,0.0,0.0,86.0,20.0,67.0,91.0,13,67,31405,2157.0,910.0,0.7032931203130095,3067.0,147.0,34.0,192.0,226.0,300.0,201.0,165.0,32.0,0.0,31485
"Census Tract 302.09, Cobb County, Georgia",2671.0,2578.0,69.0,11.0,0.0,0.0,13.0,0.0,0.0,13,67,30209,2364.0,224.0,0.9134466769706336,2588.0,59.0,65.0,52.0,370.0,298.0,351.0,83.0,11.0,0.0,30289
"Census Tract 303.28, Cobb County, Georgia",2380.0,2307.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30328,2203.0,177.0,0.9256302521008404,2380.0,71.0,12.0,28.0,230.0,235.0,626.0,0.0,0.0,0.0,30408
"Census Tract 309.05, Cobb County, Georgia",2184.0,1740.0,206.0,0.0,33.0,0.0,0.0,0.0,0.0,13,67,30905,1643.0,510.0,0.7631212261960055,2153.0,81.0,157.0,11.0,459.0,282.0,60.0,31.0,0.0,13.0,30985
"Census Tract 310.01, Cobb County, Georgia",2069.0,953.0,64.0,79.0,69.0,342.0,248.0,75.0,37.0,13,67,31001,460.0,1427.0,0.2437731849496555,1887.0,181.0,121.0,109.0,133.0,26.0,0.0,182.0,42.0,0.0,31081
"Census Tract 311.12, Cobb County, Georgia",2561.0,1642.0,427.0,33.0,117.0,226.0,69.0,13.0,34.0,13,67,31112,1686.0,692.0,0.7089991589571069,2378.0,20.0,0.0,37.0,262.0,144.0,559.0,183.0,117.0,0.0,31192
"Census Tract 315.03, Cobb County, Georgia",3447.0,3183.0,188.0,0.0,0.0,12.0,0.0,0.0,64.0,13,67,31503,2542.0,715.0,0.7804728277556033,3257.0,157.0,193.0,188.0,438.0,310.0,81.0,190.0,40.0,0.0,31583
"Census Tract 303.11, Cobb County, Georgia",2321.0,2308.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30311,1952.0,219.0,0.8991248272685398,2171.0,14.0,28.0,102.0,307.0,291.0,128.0,150.0,0.0,0.0,30391
"Census Tract 303.26, Cobb County, Georgia",1555.0,1526.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30326,1373.0,76.0,0.9475500345065564,1449.0,48.0,22.0,20.0,182.0,119.0,482.0,106.0,34.0,0.0,30406
"Census Tract 305.02, Cobb County, Georgia",2890.0,2478.0,207.0,58.0,0.0,36.0,18.0,14.0,0.0,13,67,30502,2153.0,493.0,0.8136810279667422,2646.0,51.0,95.0,82.0,342.0,407.0,290.0,244.0,44.0,22.0,30582
"Census Tract 305.05, Cobb County, Georgia",3186.0,631.0,91.0,77.0,88.0,554.0,890.0,609.0,177.0,13,67,30505,573.0,2439.0,0.1902390438247012,3012.0,209.0,272.0,182.0,376.0,235.0,60.0,174.0,174.0,0.0,30585
"Census Tract 308, Cobb County, Georgia",1764.0,638.0,430.0,198.0,38.0,224.0,101.0,135.0,0.0,13,67,30800,557.0,953.0,0.3688741721854304,1510.0,98.0,22.0,35.0,189.0,88.0,71.0,254.0,169.0,0.0,30880
"Census Tract 310.04, Cobb County, Georgia",3172.0,1541.0,311.0,47.0,190.0,315.0,270.0,388.0,110.0,13,67,31004,943.0,2058.0,0.3142285904698433,3001.0,253.0,161.0,162.0,322.0,171.0,34.0,171.0,21.0,0.0,31084
"Census Tract 311.06, Cobb County, Georgia",3330.0,2678.0,353.0,0.0,92.0,50.0,0.0,36.0,17.0,13,67,31106,2364.0,807.0,0.7455061494796594,3171.0,109.0,70.0,240.0,457.0,396.0,263.0,159.0,0.0,42.0,31186
"Census Tract 311.08, Cobb County, Georgia",2992.0,897.0,774.0,18.0,276.0,228.0,423.0,191.0,153.0,13,67,31108,1246.0,1391.0,0.4725066363291619,2637.0,75.0,145.0,160.0,461.0,178.0,130.0,355.0,39.0,56.0,31188
"Census Tract 313.08, Cobb County, Georgia",1992.0,1523.0,49.0,82.0,77.0,93.0,73.0,61.0,0.0,13,67,31308,983.0,844.0,0.5380405035577449,1827.0,39.0,104.0,43.0,241.0,214.0,59.0,165.0,0.0,55.0,31388
"Census Tract 313.09, Cobb County, Georgia",2887.0,2314.0,169.0,50.0,16.0,28.0,87.0,0.0,0.0,13,67,31309,1740.0,690.0,0.7160493827160493,2430.0,68.0,160.0,177.0,170.0,166.0,0.0,457.0,76.0,87.0,31389
"Census Tract 313.10, Cobb County, Georgia",2953.0,657.0,220.0,21.0,63.0,347.0,431.0,362.0,255.0,13,67,31310,743.0,1963.0,0.2745750184774575,2706.0,68.0,253.0,146.0,283.0,102.0,38.0,247.0,80.0,66.0,31390
"Census Tract 302.28, Cobb County, Georgia",3674.0,1111.0,236.0,0.0,47.0,328.0,773.0,604.0,575.0,13,67,30228,1137.0,2351.0,0.3259747706422018,3488.0,444.0,204.0,103.0,390.0,272.0,79.0,186.0,109.0,0.0,30308
"Census Tract 302.30, Cobb County, Georgia",5717.0,2355.0,946.0,0.0,0.0,253.0,1237.0,570.0,201.0,13,67,30230,2908.0,2273.0,0.5612816058675931,5181.0,113.0,359.0,32.0,880.0,522.0,686.0,536.0,163.0,84.0,30310
"Census Tract 302.32, Cobb County, Georgia",2225.0,2196.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13,67,30232,2038.0,123.0,0.9430819065247572,2161.0,57.0,0.0,62.0,320.0,284.0,265.0,64.0,0.0,0.0,30312
"Census Tract 302.33, Cobb County, Georgia",1565.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30233,1443.0,122.0,0.9220447284345048,1565.0,30.0,17.0,55.0,272.0,201.0,238.0,0.0,0.0,0.0,30313
"Census Tract 302.34, Cobb County, Georgia",2165.0,2151.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13,67,30234,2068.0,79.0,0.9632044713553796,2147.0,40.0,26.0,0.0,221.0,343.0,259.0,18.0,0.0,0.0,30314
"Census Tract 302.35, Cobb County, Georgia",1730.0,1699.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30235,1606.0,47.0,0.97156684815487,1653.0,65.0,19.0,33.0,232.0,95.0,199.0,77.0,0.0,40.0,30315
"Census Tract 302.36, Cobb County, Georgia",1569.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30236,1383.0,91.0,0.9382632293080054,1474.0,28.0,16.0,21.0,142.0,171.0,418.0,95.0,31.0,0.0,30316
"Census Tract 302.38, Cobb County, Georgia",2077.0,2062.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30238,1877.0,170.0,0.91695163654128,2047.0,54.0,38.0,60.0,229.0,263.0,405.0,30.0,0.0,0.0,30318
"Census Tract 302.39, Cobb County, Georgia",2784.0,2680.0,88.0,0.0,0.0,0.0,0.0,0.0,16.0,13,67,30239,2469.0,143.0,0.9452526799387444,2612.0,21.0,18.0,16.0,306.0,436.0,769.0,172.0,0.0,153.0,30319
"Census Tract 303.40, Cobb County, Georgia",1283.0,1270.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13,67,30340,1219.0,27.0,0.978330658105939,1246.0,0.0,27.0,19.0,160.0,106.0,414.0,37.0,0.0,29.0,30420
"Census Tract 303.41, Cobb County, Georgia",1588.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30341,1419.0,125.0,0.919041450777202,1544.0,0.0,10.0,63.0,180.0,184.0,296.0,44.0,35.0,0.0,30421
"Census Tract 303.42, Cobb County, Georgia",1686.0,1675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30342,1582.0,104.0,0.9383155397390271,1686.0,11.0,10.0,40.0,231.0,198.0,469.0,0.0,0.0,0.0,30422
"Census Tract 303.43, Cobb County, Georgia",1572.0,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30343,1490.0,46.0,0.9700520833333334,1536.0,55.0,8.0,41.0,221.0,251.0,381.0,36.0,0.0,26.0,30423
"Census Tract 303.44, Cobb County, Georgia",2308.0,11.0,184.0,31.0,200.0,544.0,583.0,558.0,197.0,13,67,30344,237.0,1769.0,0.1181455633100697,2006.0,129.0,76.0,74.0,205.0,107.0,7.0,302.0,168.0,0.0,30424
"Census Tract 303.45, Cobb County, Georgia",3220.0,119.0,514.0,109.0,224.0,479.0,585.0,679.0,511.0,13,67,30345,470.0,2300.0,0.1696750902527075,2770.0,97.0,147.0,160.0,390.0,340.0,114.0,450.0,153.0,0.0,30425
"Census Tract 304.07, Cobb County, Georgia",2092.0,1620.0,185.0,16.0,12.0,74.0,134.0,42.0,9.0,13,67,30407,1391.0,577.0,0.7068089430894309,1968.0,35.0,20.0,66.0,202.0,110.0,206.0,124.0,0.0,0.0,30487
"Census Tract 304.08, Cobb County, Georgia",1522.0,865.0,83.0,0.0,86.0,58.0,138.0,254.0,20.0,13,67,30408,830.0,513.0,0.6180193596425912,1343.0,65.0,53.0,59.0,236.0,154.0,202.0,179.0,99.0,23.0,30488
"Census Tract 304.09, Cobb County, Georgia",1274.0,1250.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30409,1154.0,41.0,0.9656903765690376,1195.0,100.0,65.0,18.0,97.0,172.0,343.0,79.0,0.0,42.0,30489
"Census Tract 304.10, Cobb County, Georgia",2289.0,939.0,145.0,0.0,26.0,52.0,559.0,236.0,332.0,13,67,30410,980.0,1132.0,0.4640151515151515,2112.0,104.0,175.0,114.0,276.0,204.0,135.0,177.0,177.0,0.0,30490
"Census Tract 304.11, Cobb County, Georgia",1052.0,76.0,301.0,21.0,27.0,103.0,268.0,218.0,38.0,13,67,30411,135.0,735.0,0.1551724137931034,870.0,88.0,41.0,32.0,42.0,62.0,12.0,182.0,103.0,0.0,30491
"Census Tract 304.12, Cobb County, Georgia",2112.0,61.0,171.0,20.0,95.0,416.0,608.0,608.0,133.0,13,67,30412,298.0,1637.0,0.1540051679586563,1935.0,211.0,87.0,105.0,291.0,119.0,0.0,177.0,158.0,0.0,30492
"Census Tract 304.13, Cobb County, Georgia",2778.0,110.0,408.0,0.0,197.0,660.0,874.0,410.0,76.0,13,67,30413,329.0,2216.0,0.1292730844793713,2545.0,192.0,146.0,132.0,251.0,123.0,33.0,233.0,217.0,16.0,30493
"Census Tract 304.14, Cobb County, Georgia",1581.0,0.0,58.0,6.0,114.0,298.0,557.0,478.0,70.0,13,67,30414,0.0,1461.0,0.0,1461.0,173.0,56.0,116.0,172.0,78.0,22.0,120.0,91.0,0.0,30494
"Census Tract 305.06, Cobb County, Georgia",2012.0,1120.0,201.0,19.0,0.0,47.0,245.0,292.0,77.0,13,67,30506,874.0,1005.0,0.4651410324640766,1879.0,46.0,168.0,62.0,302.0,167.0,19.0,133.0,60.0,0.0,30586
"Census Tract 305.07, Cobb County, Georgia",1987.0,1892.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30507,1674.0,268.0,0.8619979402677652,1942.0,35.0,67.0,79.0,430.0,204.0,145.0,45.0,0.0,27.0,30587
"Census Tract 306.01, Cobb County, Georgia",4653.0,853.0,976.0,31.0,26.0,255.0,980.0,1443.0,89.0,13,67,30601,1215.0,3284.0,0.270060013336297,4499.0,195.0,101.0,596.0,1280.0,436.0,145.0,154.0,0.0,0.0,30681
"Census Tract 306.02, Cobb County, Georgia",3419.0,2037.0,409.0,70.0,0.0,15.0,82.0,231.0,564.0,13,67,30602,2021.0,1096.0,0.6483798524222009,3117.0,120.0,143.0,162.0,278.0,321.0,560.0,302.0,52.0,56.0,30682
"Census Tract 311.13, Cobb County, Georgia",827.0,5.0,125.0,0.0,11.0,113.0,194.0,345.0,34.0,13,67,31113,115.0,629.0,0.1545698924731182,744.0,37.0,7.0,34.0,29.0,6.0,18.0,83.0,73.0,0.0,31193
"Census Tract 311.14, Cobb County, Georgia",4120.0,716.0,627.0,48.0,112.0,589.0,1153.0,717.0,158.0,13,67,31114,739.0,2953.0,0.2001625135427952,3692.0,360.0,181.0,191.0,675.0,218.0,14.0,428.0,188.0,0.0,31194
"Census Tract 301.04, Cobb County, Georgia",1684.0,1079.0,269.0,45.0,56.0,84.0,8.0,28.0,115.0,13,67,30104,782.0,730.0,0.5171957671957672,1512.0,103.0,71.0,60.0,229.0,184.0,17.0,172.0,55.0,29.0,30184
"Census Tract 301.06, Cobb County, Georgia",2886.0,2069.0,105.0,46.0,53.0,74.0,317.0,119.0,103.0,13,67,30106,1428.0,1200.0,0.54337899543379,2628.0,39.0,184.0,127.0,493.0,276.0,22.0,258.0,76.0,0.0,30186
"Census Tract 301.07, Cobb County, Georgia",1788.0,1756.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30107,1489.0,203.0,0.8800236406619385,1692.0,10.0,32.0,52.0,179.0,241.0,85.0,96.0,0.0,24.0,30187
"Census Tract 302.18, Cobb County, Georgia",1762.0,1729.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,13,67,30218,1606.0,56.0,0.9663056558363418,1662.0,0.0,18.0,9.0,149.0,230.0,369.0,100.0,0.0,22.0,30298
"Census Tract 302.19, Cobb County, Georgia",3371.0,3273.0,70.0,0.0,28.0,0.0,0.0,0.0,0.0,13,67,30219,3120.0,181.0,0.9451681308694336,3301.0,61.0,27.0,113.0,479.0,389.0,714.0,70.0,15.0,0.0,30299
"Census Tract 302.22, Cobb County, Georgia",2064.0,2053.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,13,67,30222,1710.0,320.0,0.8423645320197044,2030.0,30.0,46.0,45.0,271.0,321.0,247.0,34.0,0.0,24.0,30302
"Census Tract 302.23, Cobb County, Georgia",2545.0,1772.0,86.0,0.0,0.0,59.0,105.0,228.0,209.0,13,67,30223,1343.0,1043.0,0.5628667225481978,2386.0,123.0,82.0,101.0,357.0,428.0,65.0,159.0,74.0,39.0,30303
"Census Tract 302.20, Cobb County, Georgia",607.0,595.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,13,67,30220,517.0,64.0,0.8898450946643718,581.0,55.0,8.0,45.0,78.0,68.0,36.0,26.0,0.0,18.0,30300
"Census Tract 302.24, Cobb County, Georgia",2526.0,2192.0,77.0,42.0,0.0,11.0,48.0,156.0,0.0,13,67,30224,1701.0,616.0,0.7341389728096677,2317.0,134.0,61.0,65.0,411.0,240.0,212.0,209.0,91.0,0.0,30304
"Census Tract 302.26, Cobb County, Georgia",4141.0,2481.0,639.0,108.0,135.0,90.0,359.0,255.0,74.0,13,67,30226,2715.0,1319.0,0.673029251363411,4034.0,182.0,111.0,175.0,829.0,518.0,260.0,107.0,69.0,0.0,30306
"Census Tract 302.27, Cobb County, Georgia",3414.0,2315.0,254.0,19.0,0.0,148.0,216.0,210.0,203.0,13,67,30227,1875.0,1223.0,0.605229180116204,3098.0,160.0,80.0,165.0,481.0,200.0,118.0,316.0,155.0,52.0,30307
"Census Tract 302.29, Cobb County, Georgia",1467.0,493.0,516.0,0.0,23.0,121.0,31.0,153.0,35.0,13,67,30229,591.0,762.0,0.4368070953436807,1353.0,70.0,54.0,77.0,233.0,105.0,124.0,114.0,50.0,0.0,30309
"Census Tract 302.31, Cobb County, Georgia",3054.0,2925.0,115.0,0.0,14.0,0.0,0.0,0.0,0.0,13,67,30231,2748.0,164.0,0.9436813186813188,2912.0,87.0,80.0,120.0,472.0,350.0,560.0,142.0,32.0,0.0,30311
"Census Tract 311.15, Cobb County, Georgia",1926.0,1523.0,210.0,66.0,0.0,116.0,0.0,0.0,0.0,13,67,31115,1173.0,547.0,0.6819767441860465,1720.0,102.0,144.0,9.0,306.0,170.0,81.0,206.0,0.0,40.0,31195
"Census Tract 311.16, Cobb County, Georgia",2141.0,1080.0,250.0,0.0,200.0,106.0,414.0,59.0,0.0,13,67,31116,883.0,878.0,0.501419647927314,1761.0,219.0,59.0,152.0,195.0,106.0,43.0,380.0,13.0,94.0,31196
"Census Tract 311.17, Cobb County, Georgia",2365.0,2032.0,29.0,0.0,35.0,213.0,40.0,0.0,7.0,13,67,31117,1727.0,511.0,0.7716711349419124,2238.0,64.0,106.0,145.0,308.0,332.0,227.0,127.0,27.0,0.0,31197
"Census Tract 311.18, Cobb County, Georgia",2607.0,1745.0,77.0,0.0,0.0,100.0,113.0,396.0,154.0,13,67,31118,1583.0,829.0,0.656301824212272,2412.0,43.0,26.0,133.0,343.0,257.0,234.0,195.0,0.0,36.0,31198
"Census Tract 312.05, Cobb County, Georgia",3138.0,524.0,1070.0,19.0,16.0,337.0,546.0,527.0,99.0,13,67,31205,1503.0,1362.0,0.5246073298429319,2865.0,38.0,139.0,111.0,462.0,236.0,413.0,273.0,41.0,0.0,31285
"Census Tract 312.06, Cobb County, Georgia",5687.0,1431.0,1913.0,0.0,31.0,566.0,589.0,746.0,375.0,13,67,31206,2488.0,2873.0,0.464092520052229,5361.0,208.0,283.0,171.0,717.0,637.0,829.0,326.0,181.0,0.0,31286
"Census Tract 312.07, Cobb County, Georgia",3205.0,95.0,350.0,66.0,72.0,341.0,601.0,373.0,1307.0,13,67,31207,690.0,2000.0,0.2565055762081784,2690.0,29.0,185.0,145.0,536.0,258.0,300.0,515.0,273.0,0.0,31287
"Census Tract 312.08, Cobb County, Georgia",3453.0,591.0,293.0,0.0,395.0,516.0,813.0,542.0,303.0,13,67,31208,979.0,2103.0,0.31765087605451,3082.0,60.0,124.0,29.0,578.0,407.0,189.0,371.0,222.0,0.0,31288
"Census Tract 303.29, Cobb County, Georgia",1688.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30329,1433.0,236.0,0.8585979628520072,1669.0,28.0,38.0,48.0,184.0,235.0,198.0,19.0,0.0,0.0,30409
"Census Tract 303.37, Cobb County, Georgia",1736.0,1554.0,80.0,0.0,0.0,0.0,35.0,0.0,67.0,13,67,30337,1520.0,67.0,0.9577819785759294,1587.0,16.0,8.0,20.0,102.0,123.0,673.0,149.0,47.0,28.0,30417
"Census Tract 309.01, Cobb County, Georgia",3523.0,2130.0,455.0,16.0,0.0,147.0,382.0,330.0,48.0,13,67,30901,2129.0,1132.0,0.6528672186445875,3261.0,60.0,258.0,64.0,410.0,238.0,456.0,262.0,52.0,98.0,30981
"Census Tract 311.11, Cobb County, Georgia",2057.0,483.0,792.0,0.0,80.0,335.0,240.0,35.0,92.0,13,67,31111,1354.0,605.0,0.6911689637570189,1959.0,116.0,43.0,89.0,237.0,307.0,187.0,98.0,0.0,50.0,31191
"Census Tract 315.05, Cobb County, Georgia",2371.0,2209.0,96.0,0.0,0.0,21.0,0.0,25.0,20.0,13,67,31505,1657.0,587.0,0.7384135472370766,2244.0,33.0,77.0,101.0,296.0,238.0,69.0,127.0,0.0,56.0,31585
"Census Tract 302.15, Cobb County, Georgia",3256.0,2916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30215,2649.0,540.0,0.8306679209783632,3189.0,40.0,67.0,42.0,565.0,408.0,172.0,67.0,0.0,0.0,30295
"Census Tract 303.13, Cobb County, Georgia",3120.0,3043.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30313,2551.0,468.0,0.8449817820470354,3019.0,70.0,116.0,92.0,381.0,349.0,90.0,101.0,0.0,101.0,30393
"Census Tract 303.18, Cobb County, Georgia",3021.0,2952.0,0.0,0.0,49.0,0.0,0.0,0.0,20.0,13,67,30318,2591.0,185.0,0.93335734870317,2776.0,42.0,42.0,66.0,233.0,260.0,847.0,245.0,0.0,45.0,30398
"Census Tract 309.04, Cobb County, Georgia",2811.0,941.0,916.0,101.0,228.0,241.0,236.0,34.0,0.0,13,67,30904,1066.0,1491.0,0.4168947985921001,2557.0,236.0,133.0,328.0,250.0,100.0,0.0,254.0,26.0,126.0,30984
"Census Tract 310.02, Cobb County, Georgia",3630.0,1652.0,230.0,36.0,66.0,564.0,654.0,116.0,247.0,13,67,31002,881.0,2398.0,0.2686794754498323,3279.0,238.0,317.0,65.0,381.0,109.0,14.0,351.0,110.0,32.0,31082
"Census Tract 313.11, Cobb County, Georgia",4025.0,1764.0,350.0,15.0,162.0,1114.0,407.0,94.0,17.0,13,67,31311,1400.0,2127.0,0.3969379075701729,3527.0,310.0,282.0,158.0,393.0,358.0,44.0,498.0,78.0,40.0,31391
"Census Tract 314.06, Cobb County, Georgia",3529.0,1122.0,398.0,40.0,397.0,295.0,604.0,401.0,272.0,13,67,31406,998.0,2297.0,0.3028831562974203,3295.0,509.0,185.0,57.0,370.0,174.0,0.0,234.0,39.0,39.0,31486
"Census Tract 303.19, Cobb County, Georgia",1770.0,1046.0,507.0,0.0,29.0,65.0,78.0,0.0,9.0,13,67,30319,1589.0,173.0,0.9018161180476733,1762.0,70.0,127.0,43.0,222.0,197.0,463.0,8.0,0.0,8.0,30399
"Census Tract 303.22, Cobb County, Georgia",1231.0,1209.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30322,1057.0,137.0,0.8852596314907872,1194.0,9.0,26.0,51.0,172.0,188.0,168.0,37.0,18.0,0.0,30402
"Census Tract 303.33, Cobb County, Georgia",2316.0,2316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30333,2016.0,140.0,0.935064935064935,2156.0,73.0,46.0,45.0,205.0,133.0,566.0,160.0,0.0,30.0,30413
"Census Tract 314.04, Cobb County, Georgia",2417.0,2298.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,31404,1662.0,502.0,0.7680221811460258,2164.0,68.0,14.0,107.0,408.0,355.0,122.0,253.0,0.0,80.0,31484
"Census Tract 301.01, Cobb County, Georgia",2791.0,2582.0,104.0,11.0,17.0,0.0,0.0,0.0,0.0,13,67,30101,2188.0,558.0,0.7967953386744355,2746.0,222.0,151.0,80.0,405.0,230.0,201.0,45.0,0.0,0.0,30181
"Census Tract 302.14, Cobb County, Georgia",3048.0,2692.0,101.0,0.0,0.0,104.0,64.0,70.0,17.0,13,67,30214,2424.0,526.0,0.8216949152542373,2950.0,34.0,62.0,77.0,412.0,256.0,221.0,98.0,0.0,18.0,30294
"Census Tract 303.34, Cobb County, Georgia",1326.0,1231.0,77.0,0.0,0.0,18.0,0.0,0.0,0.0,13,67,30334,1108.0,150.0,0.8807631160572337,1258.0,55.0,28.0,15.0,197.0,121.0,302.0,68.0,21.0,0.0,30414
"Census Tract 303.24, Cobb County, Georgia",1284.0,1274.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13,67,30324,1030.0,195.0,0.8408163265306122,1225.0,0.0,6.0,16.0,147.0,124.0,195.0,59.0,0.0,0.0,30404
"Census Tract 303.31, Cobb County, Georgia",2032.0,1998.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13,67,30331,1880.0,103.0,0.9480584972264248,1983.0,33.0,0.0,30.0,332.0,215.0,417.0,49.0,0.0,0.0,30411
"Census Tract 211.02, DeKalb County, Georgia",3534.0,1446.0,305.0,39.0,64.0,267.0,237.0,161.0,971.0,13,89,21102,1813.0,1390.0,0.5660318451451763,3203.0,182.0,46.0,130.0,493.0,283.0,768.0,331.0,93.0,40.0,21204
"Census Tract 212.16, DeKalb County, Georgia",5054.0,850.0,47.0,20.0,9.0,36.0,396.0,1128.0,2568.0,13,89,21216,842.0,3270.0,0.2047665369649805,4112.0,76.0,147.0,59.0,813.0,538.0,603.0,942.0,601.0,72.0,21318
"Census Tract 211.01, DeKalb County, Georgia",1559.0,1443.0,0.0,7.0,0.0,29.0,4.0,13.0,55.0,13,89,21101,1311.0,157.0,0.8930517711171662,1468.0,26.0,90.0,41.0,107.0,36.0,573.0,91.0,0.0,12.0,21203
"Census Tract 212.15, DeKalb County, Georgia",2915.0,389.0,217.0,0.0,73.0,146.0,316.0,703.0,1060.0,13,89,21215,795.0,1843.0,0.3013646702047005,2638.0,70.0,92.0,26.0,512.0,339.0,434.0,277.0,105.0,0.0,21317
"Census Tract 212.17, DeKalb County, Georgia",1026.0,750.0,6.0,11.0,21.0,114.0,92.0,32.0,0.0,13,89,21217,680.0,270.0,0.7157894736842105,950.0,34.0,24.0,35.0,148.0,143.0,144.0,76.0,61.0,0.0,21319
"Census Tract 212.18, DeKalb County, Georgia",3789.0,205.0,505.0,0.0,30.0,329.0,385.0,635.0,1660.0,13,89,21218,1290.0,2160.0,0.3739130434782609,3450.0,150.0,127.0,190.0,574.0,238.0,152.0,339.0,105.0,41.0,21320
"Census Tract 213.05, DeKalb County, Georgia",1693.0,621.0,102.0,0.0,58.0,331.0,434.0,129.0,18.0,13,89,21305,565.0,927.0,0.3786863270777479,1492.0,90.0,145.0,80.0,195.0,163.0,51.0,201.0,40.0,0.0,21407
"Census Tract 202, DeKalb County, Georgia",1135.0,328.0,232.0,36.0,91.0,152.0,161.0,79.0,56.0,13,89,20200,571.0,412.0,0.5808748728382502,983.0,57.0,8.0,6.0,231.0,92.0,177.0,152.0,73.0,0.0,20302
"Census Tract 213.03, DeKalb County, Georgia",1814.0,854.0,160.0,18.0,141.0,331.0,181.0,97.0,20.0,13,89,21303,682.0,1013.0,0.4023598820058997,1695.0,78.0,151.0,64.0,146.0,160.0,5.0,119.0,54.0,0.0,21405
"Census Tract 214.05, DeKalb County, Georgia",2311.0,1441.0,193.0,29.0,47.0,122.0,55.0,88.0,336.0,13,89,21405,1670.0,611.0,0.7321350284962735,2281.0,121.0,84.0,10.0,275.0,182.0,654.0,30.0,15.0,0.0,21507
"Census Tract 204, DeKalb County, Georgia",1342.0,692.0,114.0,35.0,187.0,137.0,115.0,20.0,42.0,13,89,20400,841.0,404.0,0.6755020080321286,1245.0,50.0,21.0,23.0,166.0,123.0,310.0,97.0,24.0,13.0,20502
"Census Tract 208.01, DeKalb County, Georgia",1175.0,1094.0,0.0,53.0,4.0,0.0,11.0,0.0,13.0,13,89,20801,831.0,215.0,0.7944550669216062,1046.0,35.0,36.0,7.0,229.0,105.0,174.0,129.0,0.0,27.0,20903
"Census Tract 212.10, DeKalb County, Georgia",2093.0,2088.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13,89,21210,1939.0,48.0,0.9758429793658782,1987.0,48.0,0.0,0.0,136.0,119.0,748.0,106.0,0.0,11.0,21312
"Census Tract 212.11, DeKalb County, Georgia",2081.0,1909.0,72.0,0.0,0.0,0.0,41.0,51.0,8.0,13,89,21211,1952.0,92.0,0.9549902152641878,2044.0,68.0,65.0,95.0,273.0,264.0,422.0,37.0,0.0,9.0,21313
"Census Tract 217.06, DeKalb County, Georgia",2771.0,1581.0,19.0,0.0,0.0,449.0,251.0,425.0,46.0,13,89,21706,1555.0,770.0,0.6688172043010753,2325.0,113.0,39.0,51.0,427.0,112.0,384.0,446.0,157.0,49.0,21808
