NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract
"Census Tract 403.07, Clayton County, Georgia",1680.0,1530.0,14.0,0.0,46.0,18.0,62.0,0.0,0.0,13,063,040307
"Census Tract 404.14, Clayton County, Georgia",668.0,465.0,0.0,0.0,0.0,22.0,66.0,105.0,10.0,13,063,040414
"Census Tract 404.15, Clayton County, Georgia",2742.0,675.0,56.0,101.0,133.0,887.0,572.0,202.0,16.0,13,063,040415
"Census Tract 404.16, Clayton County, Georgia",1200.0,906.0,134.0,0.0,0.0,153.0,0.0,0.0,0.0,13,063,040416
"Census Tract 404.17, Clayton County, Georgia",2291.0,458.0,323.0,28.0,249.0,799.0,234.0,90.0,80.0,13,063,040417
"Census Tract 405.19, Clayton County, Georgia",2489.0,54.0,41.0,39.0,319.0,953.0,726.0,238.0,119.0,13,063,040519
"Census Tract 405.20, Clayton County, Georgia",2050.0,356.0,194.0,68.0,42.0,667.0,493.0,120.0,100.0,13,063,040520
"Census Tract 405.21, Clayton County, Georgia",1223.0,908.0,139.0,0.0,13.0,124.0,30.0,9.0,0.0,13,063,040521
"Census Tract 405.22, Clayton County, Georgia",2064.0,1043.0,144.0,98.0,94.0,359.0,111.0,120.0,75.0,13,063,040522
"Census Tract 405.23, Clayton County, Georgia",1163.0,729.0,43.0,32.0,78.0,111.0,115.0,22.0,33.0,13,063,040523
"Census Tract 405.24, Clayton County, Georgia",2823.0,1777.0,124.0,15.0,188.0,302.0,301.0,107.0,0.0,13,063,040524
"Census Tract 405.25, Clayton County, Georgia",1104.0,990.0,45.0,0.0,22.0,15.0,18.0,0.0,6.0,13,063,040525
"Census Tract 405.26, Clayton County, Georgia",2505.0,2160.0,69.0,11.0,73.0,68.0,124.0,0.0,0.0,13,063,040526
"Census Tract 406.15, Clayton County, Georgia",690.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13,063,040615
"Census Tract 406.16, Clayton County, Georgia",3422.0,1245.0,0.0,18.0,102.0,617.0,802.0,470.0,168.0,13,063,040616
"Census Tract 406.17, Clayton County, Georgia",436.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13,063,040617
"Census Tract 406.19, Clayton County, Georgia",844.0,829.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13,063,040619
"Census Tract 406.20, Clayton County, Georgia",1459.0,1459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,063,040620
"Census Tract 406.21, Clayton County, Georgia",3339.0,3091.0,29.0,0.0,0.0,0.0,0.0,161.0,58.0,13,063,040621
"Census Tract 406.22, Clayton County, Georgia",2504.0,1715.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,13,063,040622
"Census Tract 9800, Clayton County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,063,980000
"Census Tract 701.07, Henry County, Georgia",2526.0,2475.0,30.0,0.0,0.0,21.0,0.0,0.0,0.0,13,151,070107
"Census Tract 701.08, Henry County, Georgia",1985.0,1664.0,30.0,99.0,0.0,0.0,0.0,0.0,0.0,13,151,070108
"Census Tract 701.09, Henry County, Georgia",1285.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,070109
"Census Tract 701.10, Henry County, Georgia",2777.0,2654.0,19.0,0.0,19.0,0.0,67.0,0.0,0.0,13,151,070110
"Census Tract 701.11, Henry County, Georgia",3573.0,2943.0,0.0,23.0,122.0,46.0,133.0,253.0,37.0,13,151,070111
"Census Tract 701.13, Henry County, Georgia",1709.0,1208.0,88.0,0.0,11.0,35.0,7.0,0.0,0.0,13,151,070113
"Census Tract 702.04, Henry County, Georgia",1683.0,1543.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,13,151,070204
"Census Tract 703.07, Henry County, Georgia",1639.0,1490.0,109.0,0.0,19.0,15.0,0.0,0.0,6.0,13,151,070307
"Census Tract 703.10, Henry County, Georgia",1850.0,1677.0,72.0,0.0,8.0,93.0,0.0,0.0,0.0,13,151,070310
"Census Tract 703.11, Henry County, Georgia",4778.0,1733.0,516.0,111.0,513.0,724.0,272.0,600.0,79.0,13,151,070311
"Census Tract 704.03, Henry County, Georgia",4032.0,3641.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,070403
"Census Tract 704.04, Henry County, Georgia",3383.0,2619.0,82.0,22.0,0.0,52.0,35.0,260.0,154.0,13,151,070404
"Census Tract 705.01, Henry County, Georgia",2483.0,1916.0,0.0,30.0,11.0,0.0,0.0,0.0,21.0,13,151,070501
"Census Tract 701.14, Henry County, Georgia",2656.0,804.0,0.0,17.0,69.0,306.0,476.0,726.0,194.0,13,151,070114
"Census Tract 703.04, Henry County, Georgia",4139.0,2705.0,151.0,154.0,93.0,212.0,112.0,668.0,32.0,13,151,070304
"Census Tract 701.06, Henry County, Georgia",2229.0,1991.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,13,151,070106
"Census Tract 703.06, Henry County, Georgia",4134.0,3001.0,33.0,0.0,73.0,205.0,340.0,329.0,153.0,13,151,070306
"Census Tract 702.03, Henry County, Georgia",5582.0,5479.0,11.0,0.0,0.0,0.0,0.0,0.0,45.0,13,151,070203
"Census Tract 703.05, Henry County, Georgia",3569.0,3432.0,6.0,0.0,0.0,0.0,85.0,0.0,0.0,13,151,070305
"Census Tract 704.02, Henry County, Georgia",4233.0,4216.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,070402
"Census Tract 701.04, Henry County, Georgia",5082.0,3983.0,59.0,30.0,237.0,34.0,394.0,345.0,0.0,13,151,070104
"Census Tract 702.02, Henry County, Georgia",3917.0,3917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,070202
"Census Tract 702.05, Henry County, Georgia",4150.0,3200.0,0.0,0.0,17.0,107.0,253.0,222.0,90.0,13,151,070205
"Census Tract 703.09, Henry County, Georgia",2621.0,2592.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,070309
"Census Tract 705.02, Henry County, Georgia",5413.0,4997.0,83.0,101.0,21.0,55.0,60.0,66.0,0.0,13,151,070502
"Census Tract 1206.05, Paulding County, Georgia",2042.0,1850.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,13,223,120605
"Census Tract 1201.01, Paulding County, Georgia",4911.0,4897.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120101
"Census Tract 1201.02, Paulding County, Georgia",4351.0,4222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120102
"Census Tract 1201.03, Paulding County, Georgia",3853.0,3661.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120103
"Census Tract 1201.04, Paulding County, Georgia",1098.0,1048.0,7.0,0.0,9.0,10.0,2.0,0.0,0.0,13,223,120104
"Census Tract 1202.03, Paulding County, Georgia",1922.0,1801.0,18.0,50.0,0.0,0.0,0.0,0.0,0.0,13,223,120203
"Census Tract 1202.04, Paulding County, Georgia",2843.0,2363.0,25.0,70.0,246.0,76.0,42.0,0.0,21.0,13,223,120204
"Census Tract 1203.01, Paulding County, Georgia",2614.0,2045.0,23.0,65.0,38.0,28.0,45.0,217.0,89.0,13,223,120301
"Census Tract 1203.02, Paulding County, Georgia",5202.0,3884.0,113.0,95.0,18.0,500.0,156.0,67.0,43.0,13,223,120302
"Census Tract 1203.03, Paulding County, Georgia",639.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120303
"Census Tract 1205.01, Paulding County, Georgia",2839.0,2363.0,334.0,0.0,74.0,0.0,0.0,0.0,0.0,13,223,120501
"Census Tract 1205.02, Paulding County, Georgia",3324.0,3076.0,40.0,0.0,0.0,0.0,16.0,0.0,0.0,13,223,120502
"Census Tract 1205.03, Paulding County, Georgia",1834.0,1721.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,13,223,120503
"Census Tract 1206.01, Paulding County, Georgia",1754.0,1699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120601
"Census Tract 1206.02, Paulding County, Georgia",3476.0,3397.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120602
"Census Tract 1202.02, Paulding County, Georgia",3037.0,2722.0,181.0,13.0,72.0,0.0,0.0,0.0,0.0,13,223,120202
"Census Tract 1204, Paulding County, Georgia",6588.0,6115.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120400
"Census Tract 1206.04, Paulding County, Georgia",1894.0,1856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120604
"Census Tract 1206.03, Paulding County, Georgia",2433.0,1856.0,17.0,0.0,0.0,260.0,57.0,81.0,85.0,13,223,120603
