NAME,total_households,income_under_10k,income_30_35k,income_40_45k,income_75_100k,income_100_125k,income_200k_plus,state,county,tract
"Census Tract 505.35, Gwinnett County, Georgia",2299.0,146.0,78.0,68.0,323.0,341.0,49.0,13,135,050535
"Census Tract 505.36, Gwinnett County, Georgia",1731.0,46.0,76.0,88.0,294.0,225.0,0.0,13,135,050536
"Census Tract 505.37, Gwinnett County, Georgia",1671.0,204.0,98.0,119.0,210.0,130.0,42.0,13,135,050537
"Census Tract 505.38, Gwinnett County, Georgia",2304.0,49.0,130.0,100.0,261.0,300.0,270.0,13,135,050538
"Census Tract 505.39, Gwinnett County, Georgia",1846.0,54.0,140.0,52.0,315.0,105.0,10.0,13,135,050539
"Census Tract 505.40, Gwinnett County, Georgia",2607.0,136.0,198.0,110.0,511.0,352.0,112.0,13,135,050540
"Census Tract 505.41, Gwinnett County, Georgia",1797.0,153.0,251.0,116.0,238.0,44.0,0.0,13,135,050541
"Census Tract 505.42, Gwinnett County, Georgia",2300.0,71.0,133.0,165.0,231.0,59.0,68.0,13,135,050542
"Census Tract 505.43, Gwinnett County, Georgia",2428.0,70.0,101.0,249.0,583.0,215.0,91.0,13,135,050543
"Census Tract 505.44, Gwinnett County, Georgia",3803.0,145.0,28.0,47.0,659.0,521.0,225.0,13,135,050544
"Census Tract 505.47, Gwinnett County, Georgia",2721.0,42.0,37.0,162.0,461.0,319.0,152.0,13,135,050547
"Census Tract 505.48, Gwinnett County, Georgia",3032.0,52.0,122.0,184.0,411.0,308.0,386.0,13,135,050548
"Census Tract 505.45, Gwinnett County, Georgia",4475.0,331.0,84.0,214.0,436.0,597.0,220.0,13,135,050545
"Census Tract 505.46, Gwinnett County, Georgia",5529.0,381.0,224.0,271.0,1314.0,351.0,200.0,13,135,050546
"Census Tract 505.49, Gwinnett County, Georgia",1650.0,46.0,57.0,67.0,339.0,233.0,116.0,13,135,050549
"Census Tract 506.05, Gwinnett County, Georgia",4753.0,179.0,228.0,39.0,984.0,710.0,294.0,13,135,050605
"Census Tract 506.06, Gwinnett County, Georgia",7559.0,174.0,228.0,243.0,988.0,1018.0,1025.0,13,135,050606
"Census Tract 506.07, Gwinnett County, Georgia",5338.0,120.0,38.0,20.0,975.0,666.0,397.0,13,135,050607
"Census Tract 506.08, Gwinnett County, Georgia",6020.0,127.0,231.0,55.0,1193.0,976.0,324.0,13,135,050608
"Census Tract 506.09, Gwinnett County, Georgia",4311.0,104.0,122.0,13.0,884.0,377.0,617.0,13,135,050609
"Census Tract 506.10, Gwinnett County, Georgia",5074.0,132.0,57.0,101.0,868.0,738.0,1000.0,13,135,050610
"Census Tract 507.22, Gwinnett County, Georgia",1095.0,6.0,69.0,74.0,116.0,157.0,37.0,13,135,050722
"Census Tract 507.23, Gwinnett County, Georgia",2559.0,135.0,48.0,6.0,290.0,485.0,142.0,13,135,050723
"Census Tract 507.24, Gwinnett County, Georgia",6068.0,172.0,350.0,243.0,1321.0,785.0,241.0,13,135,050724
"Census Tract 507.25, Gwinnett County, Georgia",1915.0,36.0,104.0,78.0,384.0,191.0,72.0,13,135,050725
"Census Tract 507.26, Gwinnett County, Georgia",3169.0,99.0,80.0,141.0,391.0,273.0,218.0,13,135,050726
"Census Tract 507.27, Gwinnett County, Georgia",3381.0,90.0,25.0,123.0,821.0,330.0,431.0,13,135,050727
"Census Tract 507.28, Gwinnett County, Georgia",4682.0,151.0,166.0,244.0,1007.0,1275.0,320.0,13,135,050728
"Census Tract 507.29, Gwinnett County, Georgia",1209.0,32.0,32.0,0.0,248.0,88.0,10.0,13,135,050729
"Census Tract 507.30, Gwinnett County, Georgia",2245.0,50.0,154.0,147.0,459.0,267.0,28.0,13,135,050730
"Census Tract 507.31, Gwinnett County, Georgia",3277.0,36.0,175.0,109.0,336.0,508.0,0.0,13,135,050731
"Census Tract 502.14, Gwinnett County, Georgia",3240.0,175.0,124.0,52.0,630.0,426.0,470.0,13,135,050214
"Census Tract 502.15, Gwinnett County, Georgia",1149.0,39.0,55.0,87.0,121.0,153.0,38.0,13,135,050215
"Census Tract 502.16, Gwinnett County, Georgia",3330.0,213.0,141.0,319.0,390.0,428.0,462.0,13,135,050216
"Census Tract 502.17, Gwinnett County, Georgia",3519.0,124.0,270.0,93.0,327.0,359.0,670.0,13,135,050217
"Census Tract 502.18, Gwinnett County, Georgia",1314.0,9.0,78.0,26.0,242.0,121.0,88.0,13,135,050218
"Census Tract 502.19, Gwinnett County, Georgia",1435.0,88.0,75.0,80.0,227.0,173.0,65.0,13,135,050219
"Census Tract 502.20, Gwinnett County, Georgia",2908.0,71.0,279.0,115.0,420.0,257.0,115.0,13,135,050220
"Census Tract 503.17, Gwinnett County, Georgia",1860.0,86.0,95.0,118.0,138.0,44.0,0.0,13,135,050317
"Census Tract 503.18, Gwinnett County, Georgia",1189.0,16.0,73.0,120.0,108.0,30.0,0.0,13,135,050318
"Census Tract 503.20, Gwinnett County, Georgia",1660.0,40.0,150.0,82.0,216.0,105.0,0.0,13,135,050320
"Census Tract 503.19, Gwinnett County, Georgia",1924.0,135.0,210.0,127.0,276.0,129.0,36.0,13,135,050319
"Census Tract 503.08, Gwinnett County, Georgia",1294.0,31.0,20.0,15.0,82.0,149.0,478.0,13,135,050308
"Census Tract 504.17, Gwinnett County, Georgia",1970.0,126.0,153.0,95.0,187.0,38.0,38.0,13,135,050417
"Census Tract 504.27, Gwinnett County, Georgia",1982.0,34.0,26.0,60.0,488.0,195.0,121.0,13,135,050427
"Census Tract 507.13, Gwinnett County, Georgia",2370.0,46.0,15.0,39.0,418.0,339.0,420.0,13,135,050713
"Census Tract 507.19, Gwinnett County, Georgia",1900.0,94.0,149.0,133.0,306.0,149.0,30.0,13,135,050719
"Census Tract 501.03, Gwinnett County, Georgia",3676.0,134.0,105.0,76.0,713.0,553.0,168.0,13,135,050103
"Census Tract 503.13, Gwinnett County, Georgia",2751.0,339.0,85.0,121.0,293.0,283.0,109.0,13,135,050313
"Census Tract 504.16, Gwinnett County, Georgia",1178.0,59.0,43.0,69.0,303.0,43.0,95.0,13,135,050416
"Census Tract 504.18, Gwinnett County, Georgia",2607.0,118.0,265.0,195.0,203.0,107.0,0.0,13,135,050418
"Census Tract 504.22, Gwinnett County, Georgia",2362.0,104.0,307.0,170.0,203.0,16.0,0.0,13,135,050422
"Census Tract 504.24, Gwinnett County, Georgia",2471.0,125.0,229.0,235.0,270.0,167.0,25.0,13,135,050424
"Census Tract 505.20, Gwinnett County, Georgia",1988.0,176.0,126.0,51.0,181.0,106.0,78.0,13,135,050520
"Census Tract 505.21, Gwinnett County, Georgia",1997.0,142.0,70.0,161.0,282.0,155.0,78.0,13,135,050521
"Census Tract 507.15, Gwinnett County, Georgia",1749.0,83.0,41.0,35.0,264.0,246.0,114.0,13,135,050715
"Census Tract 503.10, Gwinnett County, Georgia",2738.0,150.0,171.0,93.0,494.0,298.0,175.0,13,135,050310
"Census Tract 507.21, Gwinnett County, Georgia",2716.0,122.0,45.0,79.0,644.0,264.0,120.0,13,135,050721
"Census Tract 503.11, Gwinnett County, Georgia",1080.0,16.0,0.0,25.0,165.0,234.0,115.0,13,135,050311
"Census Tract 504.19, Gwinnett County, Georgia",2305.0,145.0,57.0,170.0,306.0,88.0,27.0,13,135,050419
"Census Tract 503.09, Gwinnett County, Georgia",3576.0,102.0,81.0,107.0,288.0,400.0,657.0,13,135,050309
"Census Tract 504.30, Gwinnett County, Georgia",2011.0,54.0,127.0,101.0,317.0,205.0,95.0,13,135,050430
"Census Tract 507.14, Gwinnett County, Georgia",2064.0,89.0,88.0,101.0,342.0,239.0,222.0,13,135,050714
"Census Tract 507.18, Gwinnett County, Georgia",2681.0,25.0,88.0,91.0,406.0,309.0,278.0,13,135,050718
"Census Tract 501.06, Gwinnett County, Georgia",3818.0,94.0,229.0,185.0,424.0,283.0,292.0,13,135,050106
"Census Tract 504.21, Gwinnett County, Georgia",2599.0,126.0,155.0,78.0,200.0,89.0,15.0,13,135,050421
"Census Tract 504.23, Gwinnett County, Georgia",2254.0,45.0,244.0,145.0,160.0,227.0,20.0,13,135,050423
"Census Tract 505.11, Gwinnett County, Georgia",4067.0,204.0,91.0,195.0,789.0,354.0,367.0,13,135,050511
"Census Tract 501.07, Gwinnett County, Georgia",2474.0,164.0,15.0,38.0,328.0,553.0,67.0,13,135,050107
"Census Tract 501.08, Gwinnett County, Georgia",3152.0,120.0,0.0,17.0,522.0,332.0,711.0,13,135,050108
"Census Tract 501.09, Gwinnett County, Georgia",2525.0,97.0,88.0,162.0,313.0,200.0,181.0,13,135,050109
"Census Tract 502.08, Gwinnett County, Georgia",2903.0,84.0,88.0,64.0,391.0,368.0,138.0,13,135,050208
"Census Tract 502.09, Gwinnett County, Georgia",3310.0,172.0,226.0,136.0,378.0,173.0,116.0,13,135,050209
"Census Tract 502.10, Gwinnett County, Georgia",3244.0,148.0,229.0,51.0,492.0,555.0,166.0,13,135,050210
"Census Tract 502.11, Gwinnett County, Georgia",1989.0,163.0,180.0,104.0,294.0,136.0,45.0,13,135,050211
"Census Tract 502.12, Gwinnett County, Georgia",4119.0,157.0,77.0,116.0,325.0,356.0,1175.0,13,135,050212
"Census Tract 502.13, Gwinnett County, Georgia",3893.0,123.0,76.0,70.0,590.0,697.0,531.0,13,135,050213
"Census Tract 503.21, Gwinnett County, Georgia",1638.0,32.0,19.0,29.0,154.0,147.0,450.0,13,135,050321
"Census Tract 503.22, Gwinnett County, Georgia",1610.0,54.0,15.0,0.0,143.0,232.0,474.0,13,135,050322
"Census Tract 504.31, Gwinnett County, Georgia",2997.0,263.0,164.0,90.0,173.0,294.0,114.0,13,135,050431
"Census Tract 504.32, Gwinnett County, Georgia",1937.0,42.0,115.0,105.0,397.0,103.0,82.0,13,135,050432
"Census Tract 504.33, Gwinnett County, Georgia",943.0,41.0,77.0,80.0,114.0,59.0,15.0,13,135,050433
"Census Tract 504.34, Gwinnett County, Georgia",2635.0,139.0,112.0,129.0,155.0,167.0,0.0,13,135,050434
"Census Tract 504.35, Gwinnett County, Georgia",1106.0,87.0,60.0,84.0,117.0,85.0,56.0,13,135,050435
"Census Tract 504.36, Gwinnett County, Georgia",2721.0,334.0,91.0,146.0,462.0,123.0,27.0,13,135,050436
"Census Tract 505.25, Gwinnett County, Georgia",2741.0,70.0,184.0,106.0,560.0,303.0,250.0,13,135,050525
"Census Tract 505.26, Gwinnett County, Georgia",1734.0,198.0,98.0,146.0,103.0,98.0,46.0,13,135,050526
"Census Tract 505.27, Gwinnett County, Georgia",1914.0,29.0,115.0,46.0,374.0,221.0,231.0,13,135,050527
"Census Tract 505.23, Gwinnett County, Georgia",2845.0,96.0,89.0,113.0,426.0,162.0,104.0,13,135,050523
"Census Tract 505.24, Gwinnett County, Georgia",1983.0,88.0,80.0,137.0,243.0,86.0,44.0,13,135,050524
"Census Tract 505.28, Gwinnett County, Georgia",1585.0,28.0,58.0,58.0,276.0,213.0,91.0,13,135,050528
"Census Tract 505.29, Gwinnett County, Georgia",1450.0,60.0,62.0,143.0,255.0,21.0,55.0,13,135,050529
"Census Tract 505.30, Gwinnett County, Georgia",1960.0,93.0,75.0,43.0,354.0,268.0,214.0,13,135,050530
"Census Tract 505.31, Gwinnett County, Georgia",2531.0,54.0,137.0,106.0,357.0,318.0,166.0,13,135,050531
"Census Tract 505.32, Gwinnett County, Georgia",2713.0,43.0,264.0,82.0,463.0,221.0,54.0,13,135,050532
"Census Tract 505.33, Gwinnett County, Georgia",2456.0,83.0,144.0,46.0,269.0,134.0,64.0,13,135,050533
"Census Tract 505.34, Gwinnett County, Georgia",2678.0,118.0,46.0,282.0,423.0,354.0,31.0,13,135,050534
"Census Tract 505.22, Gwinnett County, Georgia",1784.0,290.0,201.0,19.0,196.0,146.0,89.0,13,135,050522
"Census Tract 507.20, Gwinnett County, Georgia",2329.0,115.0,111.0,159.0,316.0,159.0,323.0,13,135,050720
"Census Tract 503.04, Gwinnett County, Georgia",2189.0,91.0,196.0,235.0,137.0,224.0,8.0,13,135,050304
"Census Tract 503.06, Gwinnett County, Georgia",1004.0,20.0,80.0,110.0,166.0,43.0,9.0,13,135,050306
"Census Tract 504.26, Gwinnett County, Georgia",2311.0,69.0,99.0,112.0,545.0,206.0,100.0,13,135,050426
"Census Tract 507.12, Gwinnett County, Georgia",2467.0,194.0,46.0,90.0,338.0,197.0,410.0,13,135,050712
"Census Tract 504.10, Gwinnett County, Georgia",1750.0,134.0,112.0,75.0,154.0,146.0,27.0,13,135,050410
"Census Tract 504.28, Gwinnett County, Georgia",1953.0,58.0,44.0,85.0,343.0,210.0,191.0,13,135,050428
"Census Tract 403.02, Clayton County, Georgia",1951.0,117.0,185.0,91.0,61.0,44.0,10.0,13,063,040302
"Census Tract 403.03, Clayton County, Georgia",2417.0,222.0,126.0,108.0,143.0,76.0,0.0,13,063,040303
"Census Tract 405.10, Clayton County, Georgia",1270.0,163.0,99.0,40.0,157.0,53.0,35.0,13,063,040510
"Census Tract 405.16, Clayton County, Georgia",2081.0,142.0,153.0,89.0,317.0,100.0,68.0,13,063,040516
"Census Tract 406.14, Clayton County, Georgia",1794.0,30.0,31.0,59.0,157.0,281.0,236.0,13,063,040614
"Census Tract 402.02, Clayton County, Georgia",904.0,70.0,94.0,77.0,78.0,27.0,0.0,13,063,040202
"Census Tract 404.13, Clayton County, Georgia",2418.0,160.0,202.0,103.0,371.0,148.0,73.0,13,063,040413
"Census Tract 404.11, Clayton County, Georgia",4357.0,111.0,413.0,243.0,421.0,412.0,146.0,13,063,040411
"Census Tract 404.12, Clayton County, Georgia",2964.0,269.0,125.0,61.0,388.0,196.0,0.0,13,063,040412
"Census Tract 405.14, Clayton County, Georgia",2616.0,227.0,161.0,383.0,391.0,219.0,0.0,13,063,040514
"Census Tract 405.12, Clayton County, Georgia",2005.0,86.0,220.0,33.0,185.0,121.0,13.0,13,063,040512
"Census Tract 406.13, Clayton County, Georgia",2746.0,193.0,116.0,58.0,308.0,570.0,61.0,13,063,040613
"Census Tract 405.15, Clayton County, Georgia",2713.0,235.0,190.0,193.0,285.0,97.0,0.0,13,063,040515
"Census Tract 406.11, Clayton County, Georgia",2194.0,110.0,184.0,129.0,248.0,106.0,0.0,13,063,040611
"Census Tract 403.08, Clayton County, Georgia",1655.0,97.0,107.0,76.0,143.0,24.0,0.0,13,063,040308
"Census Tract 406.12, Clayton County, Georgia",2013.0,317.0,141.0,72.0,156.0,143.0,18.0,13,063,040612
"Census Tract 404.09, Clayton County, Georgia",1864.0,88.0,156.0,247.0,331.0,112.0,10.0,13,063,040409
"Census Tract 404.10, Clayton County, Georgia",2346.0,106.0,202.0,216.0,451.0,217.0,0.0,13,063,040410
"Census Tract 405.09, Clayton County, Georgia",1626.0,68.0,60.0,74.0,219.0,93.0,38.0,13,063,040509
"Census Tract 404.07, Clayton County, Georgia",1250.0,87.0,32.0,40.0,115.0,51.0,2.0,13,063,040407
"Census Tract 405.18, Clayton County, Georgia",1697.0,116.0,72.0,129.0,183.0,59.0,0.0,13,063,040518
"Census Tract 406.06, Clayton County, Georgia",1002.0,22.0,91.0,52.0,101.0,53.0,7.0,13,063,040606
"Census Tract 406.08, Clayton County, Georgia",4173.0,183.0,169.0,99.0,693.0,464.0,132.0,13,063,040608
"Census Tract 406.09, Clayton County, Georgia",2161.0,87.0,106.0,289.0,329.0,160.0,43.0,13,063,040609
"Census Tract 405.13, Clayton County, Georgia",1620.0,93.0,142.0,48.0,333.0,134.0,24.0,13,063,040513
"Census Tract 404.08, Clayton County, Georgia",2234.0,188.0,200.0,177.0,466.0,95.0,43.0,13,063,040408
"Census Tract 402.03, Clayton County, Georgia",1569.0,150.0,78.0,110.0,132.0,76.0,14.0,13,063,040203
"Census Tract 402.04, Clayton County, Georgia",1904.0,134.0,70.0,178.0,210.0,171.0,12.0,13,063,040204
"Census Tract 403.06, Clayton County, Georgia",1369.0,231.0,0.0,151.0,128.0,0.0,14.0,13,063,040306
"Census Tract 403.07, Clayton County, Georgia",1463.0,75.0,167.0,15.0,104.0,118.0,0.0,13,063,040307
"Census Tract 404.14, Clayton County, Georgia",592.0,35.0,26.0,57.0,47.0,51.0,5.0,13,063,040414
"Census Tract 404.15, Clayton County, Georgia",2343.0,258.0,148.0,90.0,94.0,47.0,40.0,13,063,040415
"Census Tract 404.16, Clayton County, Georgia",1090.0,38.0,54.0,36.0,150.0,102.0,14.0,13,063,040416
"Census Tract 404.17, Clayton County, Georgia",1957.0,176.0,175.0,157.0,130.0,61.0,3.0,13,063,040417
"Census Tract 405.19, Clayton County, Georgia",2369.0,184.0,291.0,176.0,71.0,38.0,0.0,13,063,040519
"Census Tract 405.20, Clayton County, Georgia",1839.0,176.0,131.0,164.0,124.0,57.0,0.0,13,063,040520
"Census Tract 405.21, Clayton County, Georgia",1082.0,123.0,73.0,33.0,99.0,74.0,18.0,13,063,040521
"Census Tract 405.22, Clayton County, Georgia",1807.0,234.0,132.0,91.0,184.0,84.0,9.0,13,063,040522
"Census Tract 405.23, Clayton County, Georgia",1092.0,102.0,136.0,71.0,93.0,58.0,0.0,13,063,040523
"Census Tract 405.24, Clayton County, Georgia",2677.0,163.0,81.0,110.0,349.0,164.0,42.0,13,063,040524
"Census Tract 405.25, Clayton County, Georgia",1046.0,96.0,90.0,120.0,115.0,78.0,30.0,13,063,040525
"Census Tract 405.26, Clayton County, Georgia",2324.0,129.0,44.0,58.0,570.0,68.0,22.0,13,063,040526
"Census Tract 406.15, Clayton County, Georgia",629.0,19.0,36.0,29.0,83.0,46.0,34.0,13,063,040615
"Census Tract 406.16, Clayton County, Georgia",3016.0,148.0,151.0,247.0,470.0,164.0,0.0,13,063,040616
"Census Tract 406.17, Clayton County, Georgia",354.0,33.0,42.0,18.0,3.0,13.0,0.0,13,063,040617
"Census Tract 406.19, Clayton County, Georgia",760.0,16.0,24.0,9.0,117.0,84.0,37.0,13,063,040619
"Census Tract 406.20, Clayton County, Georgia",1354.0,37.0,40.0,38.0,256.0,239.0,49.0,13,063,040620
"Census Tract 406.21, Clayton County, Georgia",3274.0,184.0,285.0,104.0,568.0,516.0,42.0,13,063,040621
"Census Tract 406.22, Clayton County, Georgia",2298.0,197.0,120.0,132.0,461.0,119.0,0.0,13,063,040622
"Census Tract 9800, Clayton County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,063,980000
"Census Tract 701.07, Henry County, Georgia",2402.0,129.0,20.0,149.0,370.0,299.0,218.0,13,151,070107
"Census Tract 701.08, Henry County, Georgia",1834.0,69.0,34.0,133.0,352.0,201.0,25.0,13,151,070108
"Census Tract 701.09, Henry County, Georgia",1260.0,50.0,54.0,63.0,130.0,141.0,89.0,13,151,070109
"Census Tract 701.10, Henry County, Georgia",2679.0,174.0,169.0,100.0,519.0,353.0,124.0,13,151,070110
"Census Tract 701.11, Henry County, Georgia",3205.0,112.0,232.0,163.0,683.0,183.0,16.0,13,151,070111
"Census Tract 701.13, Henry County, Georgia",1577.0,92.0,106.0,45.0,81.0,123.0,13.0,13,151,070113
"Census Tract 702.04, Henry County, Georgia",1587.0,83.0,63.0,9.0,366.0,255.0,151.0,13,151,070204
"Census Tract 703.07, Henry County, Georgia",1449.0,39.0,34.0,0.0,271.0,187.0,59.0,13,151,070307
"Census Tract 703.10, Henry County, Georgia",1718.0,11.0,78.0,107.0,316.0,317.0,65.0,13,151,070310
"Census Tract 703.11, Henry County, Georgia",4372.0,39.0,355.0,453.0,624.0,166.0,57.0,13,151,070311
"Census Tract 704.03, Henry County, Georgia",3765.0,287.0,149.0,255.0,516.0,363.0,98.0,13,151,070403
"Census Tract 704.04, Henry County, Georgia",3194.0,123.0,127.0,146.0,564.0,240.0,92.0,13,151,070404
"Census Tract 705.01, Henry County, Georgia",2310.0,33.0,162.0,192.0,398.0,175.0,54.0,13,151,070501
"Census Tract 701.14, Henry County, Georgia",2334.0,113.0,165.0,49.0,327.0,212.0,62.0,13,151,070114
"Census Tract 703.04, Henry County, Georgia",3806.0,234.0,255.0,308.0,370.0,274.0,84.0,13,151,070304
"Census Tract 701.06, Henry County, Georgia",2041.0,127.0,106.0,81.0,307.0,206.0,45.0,13,151,070106
"Census Tract 703.06, Henry County, Georgia",4085.0,244.0,153.0,154.0,609.0,446.0,222.0,13,151,070306
"Census Tract 702.03, Henry County, Georgia",5354.0,15.0,137.0,39.0,865.0,932.0,676.0,13,151,070203
"Census Tract 703.05, Henry County, Georgia",3145.0,32.0,37.0,67.0,674.0,693.0,180.0,13,151,070305
"Census Tract 704.02, Henry County, Georgia",3946.0,88.0,148.0,173.0,923.0,624.0,123.0,13,151,070402
"Census Tract 701.04, Henry County, Georgia",4804.0,214.0,0.0,316.0,685.0,554.0,172.0,13,151,070104
"Census Tract 702.02, Henry County, Georgia",3828.0,31.0,44.0,89.0,550.0,460.0,409.0,13,151,070202
"Census Tract 702.05, Henry County, Georgia",3851.0,104.0,226.0,58.0,553.0,575.0,235.0,13,151,070205
"Census Tract 703.09, Henry County, Georgia",2574.0,76.0,41.0,48.0,421.0,528.0,411.0,13,151,070309
"Census Tract 705.02, Henry County, Georgia",4864.0,174.0,46.0,194.0,1295.0,305.0,250.0,13,151,070502
"Census Tract 1206.05, Paulding County, Georgia",1955.0,91.0,81.0,105.0,391.0,314.0,18.0,13,223,120605
"Census Tract 1201.01, Paulding County, Georgia",4811.0,138.0,193.0,21.0,501.0,637.0,654.0,13,223,120101
"Census Tract 1201.02, Paulding County, Georgia",4255.0,137.0,70.0,185.0,702.0,708.0,155.0,13,223,120102
"Census Tract 1201.03, Paulding County, Georgia",3819.0,59.0,125.0,157.0,537.0,433.0,290.0,13,223,120103
"Census Tract 1201.04, Paulding County, Georgia",1016.0,37.0,40.0,39.0,209.0,88.0,20.0,13,223,120104
"Census Tract 1202.03, Paulding County, Georgia",1798.0,54.0,65.0,29.0,298.0,298.0,72.0,13,223,120203
"Census Tract 1202.04, Paulding County, Georgia",2823.0,119.0,115.0,130.0,480.0,403.0,77.0,13,223,120204
"Census Tract 1203.01, Paulding County, Georgia",2370.0,62.0,100.0,181.0,272.0,262.0,33.0,13,223,120301
"Census Tract 1203.02, Paulding County, Georgia",4757.0,469.0,389.0,370.0,271.0,450.0,24.0,13,223,120302
"Census Tract 1203.03, Paulding County, Georgia",629.0,43.0,49.0,12.0,144.0,71.0,5.0,13,223,120303
"Census Tract 1205.01, Paulding County, Georgia",2579.0,144.0,180.0,103.0,629.0,129.0,0.0,13,223,120501
"Census Tract 1205.02, Paulding County, Georgia",3020.0,110.0,89.0,61.0,558.0,232.0,16.0,13,223,120502
"Census Tract 1205.03, Paulding County, Georgia",1778.0,18.0,83.0,103.0,211.0,257.0,83.0,13,223,120503
"Census Tract 1206.01, Paulding County, Georgia",1691.0,96.0,85.0,48.0,290.0,182.0,88.0,13,223,120601
"Census Tract 1206.02, Paulding County, Georgia",3189.0,28.0,128.0,101.0,353.0,713.0,73.0,13,223,120602
"Census Tract 1202.02, Paulding County, Georgia",2685.0,93.0,66.0,92.0,246.0,260.0,92.0,13,223,120202
"Census Tract 1204, Paulding County, Georgia",5999.0,242.0,437.0,217.0,1000.0,612.0,0.0,13,223,120400
"Census Tract 1206.04, Paulding County, Georgia",1796.0,38.0,120.0,46.0,243.0,149.0,46.0,13,223,120604
"Census Tract 1206.03, Paulding County, Georgia",2329.0,233.0,166.0,70.0,397.0,246.0,48.0,13,223,120603
